ticker,side,date,price,shares,reason,turnover,fees_inr,pnl_inr,ema_fast,ema_slow,ema_htf,vwap_5d,vwap_20d,close,high_52w,volar,mvo_weight,alloc_inr
GRAPHITE.NS,SELL,2018-01-16,653.0187460422243,15,stop,9795.281190633365,45.32011528379757,-269.6479027234516,647.7311318138497,529.1937209191206,322.9916951603278,671.8628946893283,656.3002472786173,666.3963012695312,684.275634765625,,,
HEG.NS,BUY,2018-01-16,490.89654541015625,20,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/3 (VOLAR=3.91); MVO weight=42.2% of capped cash (15% of available),9817.930908203125,23.243028539665527,0.0,456.3453075818722,351.80873881833213,201.0329413913632,476.42069408573104,454.17218382362466,516.4608764648438,516.4608764648438,3.9131546492305733,0.42237311273855294,9933.552217440374
KEI.NS,BUY,2018-01-16,391.2135925292969,9,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 3/3 (VOLAR=1.88); MVO weight=15.9% of capped cash (15% of available),3520.922332763672,10.08076430345758,0.0,377.85706540166217,357.8016367977899,284.0581709373176,396.7986779015844,391.07788074780655,402.238525390625,402.238525390625,1.884473355652431,0.1590638153825212,3740.9311065347697
TATACONSUM.NS,BUY,2018-01-16,296.189697265625,33,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=99.2% (>= 80%); VOLAR rank 2/3 (VOLAR=2.12); MVO weight=41.9% of capped cash (15% of available),9774.260009765625,23.139641792679196,0.0,295.8733302130225,267.239834997114,203.70593740064288,300.3165462657285,298.15939676653176,302.3681335449219,304.94244384765625,2.119124218989666,0.41856307187892583,9843.946040607063
DEEPAKNTR.NS,BUY,2018-01-17,275.31768798828125,26,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 2/3 (VOLAR=2.13); MVO weight=29.7% of capped cash (15% of available),7158.2598876953125,16.94650740768921,0.0,254.9285049533204,222.230233258921,179.2996980121532,264.3461425021415,261.2310063619415,272.9148864746094,272.9148864746094,2.1324300327234176,0.29690539468456606,7163.4466857658535
EIHOTEL.NS,BUY,2018-01-17,196.91539001464844,35,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 3/3 (VOLAR=1.48); MVO weight=29.0% of capped cash (15% of available),6892.038650512695,16.316253653455657,0.0,175.21021784355918,150.9670981943972,134.23192109828767,192.26318118389636,179.26248794328097,207.0701141357422,207.0701141357422,1.4803087838699098,0.29031191050032346,7004.365465711088
HEG.NS,SELL,2018-01-17,489.3058700143827,20,stop,9786.117400287654,45.299795440102244,-100.35633189523838,462.6273508233784,357.2631626062468,203.91715635672435,488.499156854371,462.9951667909222,490.89654541015625,516.4608764648438,,,
IIFL.NS,BUY,2018-01-17,353.5672607421875,28,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.9% (>= 80%); VOLAR rank 1/3 (VOLAR=2.29); MVO weight=41.3% of capped cash (15% of available),9899.88330078125,23.43704312556934,0.0,350.4023953421666,323.58165484431663,281.8880574797575,356.0940621720169,352.9006092883261,358.05523681640625,361.9380798339844,2.2867970369848196,0.41278269481511043,9959.222297918424
KEI.NS,SELL,2018-01-17,390.49217957134454,9,stop,3514.4296161421007,33.14589037036351,-49.719371295392136,380.2855248794139,359.11190957157453,285.1243940377353,397.41171853660137,392.454451830497,391.2135925292969,402.238525390625,,,
RADICO.NS,SELL,2018-01-17,305.99474959174114,14,stop,4283.926494284376,33.94417104872958,-226.5259604252335,305.84006652137015,269.985705726132,196.12119492853162,311.26676906369113,307.5324116499911,309.1711730957031,318.950439453125,,,
TATACONSUM.NS,SELL,2018-01-17,296.97549292474366,33,stop,9800.19126651654,45.33100291552138,-42.53938795728473,295.93085149531385,268.3751237135262,204.6261738172099,300.28017447596505,298.4678320851695,296.189697265625,304.94244384765625,,,
IIFL.NS,SELL,2018-01-18,351.8367658957341,28,stop,9851.429445080556,45.444618760098294,-117.33551758636233,350.97782541489767,324.7575609579586,282.60128338286626,355.5862768076083,353.60478984495893,353.5672607421875,361.9380798339844,,,
INDHOTEL.NS,BUY,2018-01-18,132.8107147216797,88,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 2/2 (VOLAR=0.46); MVO weight=53.3% of capped cash (15% of available),11687.342895507812,27.668685694882576,0.0,131.95915816088967,118.1445765848022,110.66550165585448,136.20745466759104,130.37748465899932,140.41473388671875,140.41473388671875,0.45767214860010313,0.5328656773465333,11721.392979053913
KIRLOSBROS.NS,BUY,2018-01-18,344.3764953613281,29,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/2 (VOLAR=0.99); MVO weight=46.7% of capped cash (15% of available),9986.918365478516,23.643090459944027,0.0,339.0475462678071,293.3882645116937,249.87714991582038,347.3068273081184,345.2976512964022,359.1221923828125,359.1221923828125,0.9927607363032455,0.46713432265346666,10275.506947813124
APLAPOLLO.NS,BUY,2018-01-19,241.76480102539062,20,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/3 (VOLAR=2.08); MVO weight=21.9% of capped cash (15% of available),4835.2960205078125,11.641459506527099,0.0,218.9605126335514,197.6355288862546,164.7150013300301,219.8678801247138,218.20804706455473,231.6616668701172,231.6616668701172,2.0817977454321426,0.21854853051489412,5031.904605583633
EIHOTEL.NS,SELL,2018-01-19,191.86981484361007,35,stop,6715.443519526352,38.49086475285885,-231.40224939265727,181.8716485853255,154.38939660699975,135.44502698288304,197.3396026148649,183.45718667431657,194.0893096923828,207.0701141357422,,,
HDFCBANK.NS,BUY,2018-01-19,455.4842224121094,33,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 3/3 (VOLAR=1.23); MVO weight=66.1% of capped cash (15% of available),15030.97933959961,35.58443067444415,0.0,440.6991250620711,433.07571460483234,400.93072941032494,444.73030616656166,441.45217991072735,451.30780029296875,451.30780029296875,1.228746904711188,0.6614847000446827,15230.15460610067
INDHOTEL.NS,SELL,2018-01-19,134.29054233343075,88,stop,11817.567725341905,49.80434557957949,52.75179855963143,132.11398662648784,118.71971925683661,110.88585203461892,136.26295830598275,133.22204269820926,132.8107147216797,140.41473388671875,,,
KIRLOSBROS.NS,SELL,2018-01-19,350.885289578757,29,stop,10175.673397783954,46.16359924628652,118.94834259920711,340.0164461029927,295.3878029763853,250.81744191030305,355.9140134835118,352.6485322399568,344.3764953613281,359.1221923828125,,,
WELCORP.NS,BUY,2018-01-19,163.3592071533203,16,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.4% (>= 80%); VOLAR rank 2/3 (VOLAR=1.54); MVO weight=12.0% of capped cash (15% of available),2613.747314453125,9.003579243665525,0.0,144.75575680539976,125.8083021141769,107.42356389312268,152.99769874372245,147.31580637666204,153.9015655517578,159.70510864257812,1.536075582270659,0.11996676944042317,2762.138634572588
DEEPAKNTR.NS,SELL,2018-01-22,272.0017473944302,26,vwap_or_trend_exit,7072.045432255185,39.281595973755245,-142.44255882157182,262.8722811492136,227.93666042693275,182.06088027961118,271.52322115435584,265.8788162493467,271.47314453125,275.31768798828125,,,
UNOMINDA.NS,BUY,2018-01-22,210.4202423095703,98,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.1% (>= 80%); VOLAR rank 1/1 (VOLAR=3.29); MVO weight=100.0% of capped cash (15% of available),20621.18374633789,48.08571730750408,0.0,205.42596056511948,190.8505682827127,141.7392013364666,207.1414580081696,206.26565503191745,209.67318725585938,213.749267578125,3.2916887805344914,1.0,20698.674600101327
APLAPOLLO.NS,SELL,2018-01-25,239.76833190689484,20,vwap_or_trend_exit,4795.366638137897,34.474742122604084,-86.04558399904681,229.8426140620004,203.7864637935784,167.6408154307457,235.01228440414909,220.12262646202845,234.5282440185547,243.10865783691406,,,
ESCORTS.NS,BUY,2018-01-25,806.9030151367188,13,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 2/2 (VOLAR=1.86); MVO weight=59.2% of capped cash (15% of available),10489.739196777344,24.833471512885872,0.0,766.5756160265015,722.8204973663907,631.4209867940737,769.9496877175004,772.2671499444856,793.2601928710938,793.2601928710938,1.8573662841906078,0.5915805876153826,11048.682161765102
JINDALSTEL.NS,BUY,2018-01-25,276.2951965332031,27,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=95.1% (>= 80%); VOLAR rank 1/2 (VOLAR=2.28); MVO weight=40.8% of capped cash (15% of available),7459.970306396484,17.660778463184876,0.0,263.3449096107008,212.73236104020398,158.93246208732302,270.1936081223168,266.44519672236515,272.64678955078125,286.69818115234375,2.279523177570483,0.40841941238461743,7627.864014811651
WELCORP.NS,SELL,2018-01-25,153.72331166083237,16,stop,2459.572986573318,32.05157577370908,-195.22948289718175,154.30072987698838,131.24223919035433,109.58875740215484,160.44491249678174,154.49579061390187,156.4379425048828,166.45443725585938,,,
GPIL.NS,BUY,2018-01-29,140.05548095703125,51,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/2 (VOLAR=2.61); MVO weight=36.2% of capped cash (15% of available),7142.829528808594,16.909977483478634,0.0,128.38449436234077,86.575096892086,48.2680960948871,134.03771925524558,128.298205856402,146.1910858154297,146.1910858154297,2.6120932406431865,0.36215684640457313,7280.675655514462
IIFL.NS,BUY,2018-01-29,361.9128723144531,35,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.1% (>= 80%); VOLAR rank 2/2 (VOLAR=2.15); MVO weight=63.8% of capped cash (15% of available),12666.95053100586,29.98781468880646,0.0,357.43429031862854,331.88468944177225,286.97974270839114,363.54051066859216,361.4514162665079,368.2919006347656,375.2507629394531,2.14874439797507,0.6378431535954269,12822.97757593947
JINDALSTEL.NS,SELL,2018-01-29,266.685659204618,27,stop,7200.512798524685,39.566460282525426,-316.68474661750895,265.69950723297393,215.22502125561573,160.1002504897696,271.9311362849262,268.02578814534473,276.2951965332031,286.69818115234375,,,
UNOMINDA.NS,SELL,2018-01-29,208.3028747277974,98,stop,20413.681723324145,68.37727590186681,-323.9650162231175,209.7309795449926,194.10064422772132,144.52373452553388,212.8692057487369,209.34962284200742,214.91036987304688,216.16079711914062,,,
GPIL.NS,SELL,2018-01-30,136.31056945507328,51,stop,6951.839042208737,39.01504960322791,-246.91551368656312,130.50649192501177,88.67236685541718,49.181403406948235,141.3639713860211,131.22898623388372,140.05548095703125,146.1910858154297,,,
GRAPHITE.NS,BUY,2018-01-30,627.5980834960938,12,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=93.1% (>= 80%); VOLAR rank 2/2 (VOLAR=3.22); MVO weight=40.4% of capped cash (15% of available),7531.177001953125,17.829353621485843,0.0,629.1885069965231,557.8397992058826,348.8728181930826,630.0588185006245,628.4049233735528,637.1495971679688,684.275634765625,3.2247906745955186,0.4035690997190854,8090.154275078898
HEG.NS,BUY,2018-01-30,479.7987365722656,24,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.0% (>= 80%); VOLAR rank 1/2 (VOLAR=3.87); MVO weight=59.6% of capped cash (15% of available),11515.169677734375,27.26108178608643,0.0,478.3952808578595,390.49233775313684,224.97511948881927,490.34843511677207,483.9361073539043,495.5590515136719,516.4608764648438,3.872110144804277,0.5964309002809146,11956.361379143036
IIFL.NS,SELL,2018-01-30,360.4145189692662,35,stop,12614.508163924318,51.57148608973476,-134.0016678600827,358.248577954233,333.0622652407009,287.72534598805345,364.26460191479237,362.2256472052927,361.9128723144531,375.2507629394531,,,
ESCORTS.NS,SELL,2018-01-31,778.8239666788674,13,stop,10124.711566825275,46.050596176547764,-435.9116976415018,783.6623698855706,732.0640379387387,636.5390145872796,796.0107012249672,782.7376549536356,803.0464477539062,806.9030151367188,,,
GRAPHITE.NS,SELL,2018-01-31,624.1907861215799,12,stop,7490.289433458958,40.20901273148849,-98.92593484714064,628.8993390873541,560.5754181976556,351.6462039174907,632.4540644954764,627.3274232377687,627.5980834960938,684.275634765625,,,
HDFCBANK.NS,SELL,2018-01-31,469.48740063021796,33,target,15493.084220797193,57.95445790970102,368.5659926134382,456.2681194897598,439.67507043743524,404.91516453538605,461.1126835259563,455.6294133624328,465.5869445800781,466.5552062988281,,,
HEG.NS,SELL,2018-01-31,478.70765815198666,24,stop,11488.98379564768,49.075741602371934,-102.52270547515343,478.6504546241151,393.99454947153407,227.51067786775906,490.6100455886338,481.1132242733534,479.7987365722656,516.4608764648438,,,
MARUTI.NS,BUY,2018-01-31,8830.4501953125,2,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.7% (>= 80%); VOLAR rank 1/3 (VOLAR=1.37); MVO weight=100.0% of capped cash (15% of available),17660.900390625,41.81052155016796,0.0,8765.442443741793,8495.549445288232,7394.52061541578,8818.784968293548,8766.163036548987,8887.8828125,9101.408203125,1.3745428701219924,1.0,23843.366968204024
ELGIEQUIP.NS,BUY,2018-02-01,155.4153594970703,89,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.3% (>= 80%); VOLAR rank 1/2 (VOLAR=0.94); MVO weight=58.4% of capped cash (15% of available),13831.966995239258,32.74588165633139,0.0,147.30316602417486,139.58705690454545,119.56833806510657,149.1911689241773,148.22556930098386,149.38966369628906,151.96865844726562,0.9381611103391041,0.5841385162165302,13901.532133895791
MARUTI.NS,SELL,2018-02-01,8732.458171932227,2,stop,17464.916343864454,62.32681029038311,-300.1213786010974,8777.262034936466,8508.682808034282,7408.808471932166,8838.172579421536,8776.33987128867,8830.4501953125,9101.408203125,,,
TECHM.NS,BUY,2018-02-01,467.2899169921875,21,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 2/2 (VOLAR=0.23); MVO weight=41.6% of capped cash (15% of available),9813.088256835938,23.231564017762942,0.0,449.32762502261187,406.23012199726435,362.9321724201931,461.81513253500077,452.1033165860693,468.5135498046875,468.5135498046875,0.23158095470227352,0.4158614837834698,9896.816627518068
ELGIEQUIP.NS,SELL,2018-02-02,149.24004448549067,89,stop,13282.36395920867,53.05239353733305,-635.4013112242526,148.77811029197403,140.2077746532719,119.92502484552413,151.22143395914262,149.98999445777957,155.4153594970703,155.4153594970703,,,
PIDILITIND.NS,BUY,2018-02-02,412.2387390136719,20,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=95.2% (>= 80%); VOLAR rank 3/3 (VOLAR=0.14); MVO weight=38.6% of capped cash (15% of available),8244.774780273438,19.518729283468016,0.0,426.4176891205374,420.6033142140408,389.8381422990797,425.1279426978063,425.1494571102554,429.5347595214844,451.2982177734375,0.14420051011143756,0.38628319649355847,8586.14474407423
PRESTIGE.NS,BUY,2018-02-02,302.4052734375,23,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=94.8% (>= 80%); VOLAR rank 1/3 (VOLAR=1.28); MVO weight=32.0% of capped cash (15% of available),6955.3212890625,16.466069351654294,0.0,311.0773936292269,305.06384255558453,268.54569871358484,310.3918761038523,308.92862627067655,317.24664306640625,334.6585388183594,1.2770762382475416,0.32002300844216636,7113.340411545318
UBL.NS,BUY,2018-02-02,1108.752685546875,5,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 2/3 (VOLAR=0.53); MVO weight=29.4% of capped cash (15% of available),5543.763427734375,13.124338801398928,0.0,1117.8096149971664,1062.0289628094558,926.0552588476496,1123.6587524404588,1110.298960804936,1160.9876708984375,1160.9876708984375,0.5288566874758582,0.2936937950642752,6528.105435982618
BRITANNIA.NS,BUY,2018-02-05,2042.4576416015625,10,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=95.5% (>= 80%); VOLAR rank 1/1 (VOLAR=0.91); MVO weight=100.0% of capped cash (15% of available),20424.576416015625,47.852264583835456,0.0,2081.512361901492,2075.928632011131,1886.0885828929586,2075.24636806969,2071.371418927349,2091.01123046875,2189.889404296875,0.912700119370281,1.0,22247.381216456404
PIDILITIND.NS,SELL,2018-02-05,421.7323745463224,20,stop,8434.647490926447,42.30303795426525,128.05094341527675,423.83969819201633,420.27529165716356,390.0610338086777,423.85310975702964,423.85163270987175,412.2387390136719,451.2982177734375,,,
PRESTIGE.NS,SELL,2018-02-05,307.1241047754147,23,stop,7063.854409834538,39.263433151493565,52.80361826889042,309.5006445034584,304.95958494311066,268.8826099048676,309.7922398460093,308.66744198534144,302.4052734375,334.6585388183594,,,
UBL.NS,SELL,2018-02-05,1108.7727401025115,5,stop,5543.863700512557,35.89299663269875,-48.917062655915004,1116.1629005516588,1063.8612656619036,927.873143690428,1124.4016205376674,1114.3444624145845,1108.752685546875,1160.9876708984375,,,
BRITANNIA.NS,SELL,2018-02-06,2058.277193316942,10,stop,20582.77193316942,68.55269110010157,41.79056146985773,2074.411503665141,2074.6160441519323,1887.6444939248852,2069.482976163091,2068.6202947908964,2042.4576416015625,2189.889404296875,,,
TECHM.NS,SELL,2018-02-07,460.373063963069,21,stop,9667.83434322445,45.03751387967196,-213.52299150892338,461.46530244005334,415.8800330773831,367.1892880399516,469.5042272859144,462.68649644529546,463.9633483886719,481.0550842285156,,,
AARTIIND.NS,BUY,2018-02-08,268.89886474609375,25,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.2% (>= 80%); VOLAR rank 2/3 (VOLAR=0.78); MVO weight=28.5% of capped cash (15% of available),6722.471618652344,15.914819644827269,0.0,259.45464313300664,249.41615483294103,220.28115924623663,256.6699240195859,254.66542099896284,266.13262939453125,276.7600402832031,0.7756372864433886,0.28459337352666214,6744.028901919302
ESCORTS.NS,BUY,2018-02-08,874.297607421875,16,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/3 (VOLAR=2.09); MVO weight=59.5% of capped cash (15% of available),13988.76171875,33.11707842553906,0.0,829.3794440099956,755.5099982589495,648.4201409450893,839.6704323957748,824.9795020853654,879.3112182617188,879.3112182617188,2.0915646431890877,0.5952192188850751,14104.95109353876
INTELLECT.NS,BUY,2018-02-08,188.31201171875,15,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.5% (>= 80%); VOLAR rank 3/3 (VOLAR=0.60); MVO weight=12.0% of capped cash (15% of available),2824.68017578125,9.25404218880371,0.0,177.86842959578667,164.78903965370748,141.03626908658984,179.73789334910407,176.49390263049537,183.1494140625,189.7378692626953,0.5981549991656487,0.12018740758826277,2848.089329620541
LTIM.NS,BUY,2018-02-12,1297.93603515625,15,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 1/1 (VOLAR=2.11); MVO weight=100.0% of capped cash (15% of available),19469.04052734375,46.091123358676754,0.0,1165.6330277102084,1027.1390210408883,830.6694568733852,1181.7027670212628,1177.1372757344668,1255.3494873046875,1255.3494873046875,2.111529765851829,1.0,20157.939407062186
ESCORTS.NS,SELL,2018-02-15,835.1972756336911,16,stop,13363.156410139058,53.231543202780806,-711.9539302392621,850.5179028512857,772.2970603156044,657.0800924474721,873.0258211808218,839.3942468680312,855.8822021484375,879.3112182617188,,,
IIFL.NS,BUY,2018-02-15,397.1488037109375,48,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.5% (>= 80%); VOLAR rank 1/1 (VOLAR=1.98); MVO weight=100.0% of capped cash (15% of available),19063.142578125,45.1301981183086,0.0,380.0378225641385,349.87775116113056,297.32165288140936,382.7142636261336,392.16295480722624,393.5229797363281,407.7256164550781,1.9779856625233414,1.0,19227.15838949726
BALKRISIND.NS,BUY,2018-02-16,1045.482177734375,5,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=92.5% (>= 80%); VOLAR rank 2/2 (VOLAR=1.63); MVO weight=30.6% of capped cash (15% of available),5227.410888671875,12.37540390230713,0.0,1057.4290703949523,1042.92959502183,873.1211293506839,1066.8354980022093,1034.648139705905,1078.09130859375,1165.4666748046875,1.6270152935512907,0.306168051512411,5995.55171536802
HINDUNILVR.NS,BUY,2018-02-16,1200.2913818359375,11,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=97.0% (>= 80%); VOLAR rank 1/2 (VOLAR=1.67); MVO weight=69.4% of capped cash (15% of available),13203.205200195312,31.257347210173585,0.0,1197.2401856251956,1188.899037442963,1073.18303376246,1187.901214491796,1192.4988063406126,1205.6619873046875,1243.03515625,1.6734899064968212,0.693831948487589,13587.00004256738
IIFL.NS,SELL,2018-02-16,391.9754342082265,48,stop,18814.82084199487,65.32009662396449,-358.7720308724017,383.14891004537463,351.73151792778964,298.31495786478774,388.540161354929,393.9451600082678,397.1488037109375,407.7256164550781,,,
INTELLECT.NS,SELL,2018-02-16,184.0283223386514,15,stop,2760.424835079771,32.36368128646076,-105.87306417674337,187.69018061199023,169.9570108699265,143.5833295945558,192.78402030244968,184.9530877775391,188.90203857421875,198.2930450439453,,,
BALKRISIND.NS,SELL,2018-02-19,1030.730665690263,5,stop,5153.653328451315,35.02774181242792,-121.16070593529457,1055.256908093029,1043.0296963046749,874.8361646579843,1067.8572861185778,1035.9102167741337,1045.482177734375,1165.4666748046875,,,
HINDUNILVR.NS,SELL,2018-02-19,1184.5434616051468,11,stop,13029.978077656615,52.49275156926424,-256.9772213181352,1197.7949485726033,1189.345796046609,1074.4477934447832,1194.2553276372314,1190.4959413117053,1200.2913818359375,1243.03515625,,,
HINDZINC.NS,BUY,2018-02-19,157.40994262695312,13,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=96.4% (>= 80%); VOLAR rank 2/3 (VOLAR=-0.23); MVO weight=9.7% of capped cash (15% of available),2046.3292541503906,8.329823634353698,0.0,153.6022105271298,153.587198502481,146.28857728034825,154.66007098380237,150.72342143574818,157.78797912597656,163.64842224121094,-0.2255521399967022,0.09742552943311482,2175.0875229901385
KOTAKBANK.NS,BUY,2018-02-19,1050.702880859375,18,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=93.7% (>= 80%); VOLAR rank 1/3 (VOLAR=0.65); MVO weight=87.2% of capped cash (15% of available),18912.65185546875,44.77392547854785,0.0,1045.4528842576062,1036.51685969079,983.0763511905383,1036.889954794563,1043.7215355017188,1044.7340087890625,1115.115966796875,0.6544416816171534,0.8724223366373941,19477.389040011807
LTIM.NS,SELL,2018-02-19,1248.7027705526773,15,stop,18730.54155829016,65.13321523460195,-849.7233076468693,1259.5475023606675,1072.5747839488934,850.4085403414567,1315.8157701267642,1254.977658846912,1331.3450927734375,1358.7412109375,,,
AARTIIND.NS,SELL,2018-02-20,277.2564725125588,25,vwap_or_trend_exit,6931.41181281397,38.96975414220457,154.05562037459407,270.74021119161006,255.34847310924422,223.8821665455949,275.7630549619507,266.5001170366767,273.2845458984375,279.7153015136719,,,
GODREJCP.NS,BUY,2018-02-20,661.561279296875,15,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=92.9% (>= 80%); VOLAR rank 2/2 (VOLAR=0.48); MVO weight=50.1% of capped cash (15% of available),9923.419189453125,23.492762129626463,0.0,646.7382826936353,636.6443819454456,596.8940175439817,646.3031302011408,642.3426872725465,650.9606323242188,700.3403930664062,0.4785344383830946,0.501437520218666,10132.896921577669
PRESTIGE.NS,BUY,2018-02-20,293.6750183105469,34,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=93.3% (>= 80%); VOLAR rank 1/2 (VOLAR=1.17); MVO weight=49.9% of capped cash (15% of available),9984.950622558594,23.63843201354895,0.0,304.74547826738126,303.03746222272514,271.66997339873745,308.80034419093835,296.6422847465078,312.3965148925781,334.6585388183594,1.1690701427431383,0.498562479781334,10074.798978719007
COALINDIA.NS,BUY,2018-02-21,159.19650268554688,23,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=100.0% (>= 80%); VOLAR rank 2/2 (VOLAR=-0.67); MVO weight=17.2% of capped cash (15% of available),3661.519561767578,10.247710296760193,0.0,155.60611810911982,148.99865562089758,142.6863958863351,157.31067534704954,154.64074455109252,159.11962890625,159.11962890625,-0.6682070923641437,0.17211142619329425,3703.754202091875
INFY.NS,BUY,2018-02-21,468.0423278808594,38,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=95.9% (>= 80%); VOLAR rank 1/2 (VOLAR=0.04); MVO weight=82.8% of capped cash (15% of available),17785.608459472656,42.105756180606306,0.0,459.03343723834604,443.0788963603037,409.0212925950691,457.253202321283,456.1663999255709,463.779541015625,483.70623779296875,0.041088147725710726,0.8278885738067058,17815.759545544362
KOTAKBANK.NS,SELL,2018-02-21,1042.246995231554,18,vwap_or_trend_exit,18760.44591416797,65.19952533275153,-262.179392112079,1045.307339003284,1037.2019491227866,984.3125124968003,1043.0843090540325,1036.2082271594873,1040.35693359375,1115.115966796875,,,
PRESTIGE.NS,SELL,2018-02-21,295.6351588490651,34,stop,10051.595400868213,45.88846795145758,-2.882121655387614,302.7326673661386,302.6703075595025,271.8889290695017,306.8433183632441,297.120762662377,293.6750183105469,334.6585388183594,,,
BRITANNIA.NS,BUY,2018-02-23,2195.176025390625,6,2-bar confirm above VWAP(5); EMA10>EMA50; Close≥VWAP(10); VWAP(5) slope>0; 52w%=98.1% (>= 80%); VOLAR rank 2/2 (VOLAR=1.34); MVO weight=68.3% of capped cash (15% of available),13171.05615234375,31.18123736139551,0.0,2101.8568923974412,2079.913751759093,1909.9479825299854,2115.841970809084,2102.4798006442793,2148.258544921875,2189.889404296875,1.3370020767354243,0.6829897429066525,13711.34945121052
GODREJCP.NS,SELL,2018-02-23,658.6130101136863,15,vwap_or_trend_exit,9879.195151705295,45.506186604562224,-113.2229864820192,652.2331598566543,639.2102368512888,598.7417329525969,656.0460638838896,648.6519831601124,653.62646484375,700.3403930664062,,,
