ticker,side,date,price,shares,reason,turnover,fees_inr,pnl_inr,cci,wpr,ema_trend50,ema_fast,ema_slow,sma_trend,swing_low,close,high_52w,volar,mvo_weight,alloc_inr
WELSPUNLIV.NS,SELL,2016-02-12,74.83388971922868,151,stop,11299.91734760353,48.656504526080155,-759.2031042226752,34.843650313015274,-54.75364167774829,78.20739374319828,80.87316241520078,79.78672670431395,68.49378162384033,75.96100632155137,79.35163879394531,86.4793701171875,,,
APLLTD.NS,BUY,2016-02-15,556.9924926757812,7,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=76.3% (>= 50%); VOLAR rank 5/5 (VOLAR=1.68); MVO weight=3.6% of capped cash (25% of available),3898.9474487304688,10.529633594307251,0.0,-46.198075833394924,-43.21036983732313,572.2685295634982,538.8929141692794,550.12530263272,583.2298692321777,457.4658537014498,526.152587890625,689.345458984375,1.6755445557671604,0.03621546260436941,4268.039628983736
BRITANNIA.NS,BUY,2016-02-15,1164.5308837890625,4,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=75.8% (>= 50%); VOLAR rank 3/5 (VOLAR=1.89); MVO weight=4.9% of capped cash (25% of available),4658.12353515625,11.431083834385742,0.0,-85.60866604038793,-84.39663286715204,1236.765289892869,1189.4771043827927,1204.3460270957896,1247.118110961914,1094.2676230482684,1124.823486328125,1484.70166015625,1.887211037982198,0.048584754070195954,5725.776804270531
J&KBANK.NS,BUY,2016-02-15,149.22325134277344,647,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/5 (VOLAR=12.20); MVO weight=82.0% of capped cash (25% of available),96547.44361877441,138.24101383759444,0.0,0.0,-50.0,149.20878086031468,149.22325134273552,149.22324240526444,148.45949020385743,149.22325134277344,149.22325134277344,149.22325134277344,12.19512951119678,0.8200832290372392,96647.88101239354
JUBLPHARMA.NS,SELL,2016-02-15,221.6777384076847,96,target,21281.06288713773,69.27710232549401,870.2489138687293,-54.449272626972466,-69.52633723092485,250.37127103045137,227.0628893936015,234.542589549436,210.0208489227295,191.55348241655173,211.3941650390625,308.5072937011719,,,
NAVINFLUOR.NS,SELL,2016-02-15,280.19712969661504,120,"indicator_exit: Close<EMA50, SwingLow(10) breach",33623.655563593806,82.08138202360561,-35.63990896022852,-81.46921159857959,-76.00458254426226,316.43592516048864,294.6876647616392,305.6631958014471,250.6302564239502,259.64935972992015,279.2818298339844,369.0289611816406,,,
PETRONET.NS,SELL,2016-02-15,85.69270272314908,167,"indicator_exit: Close<EMA50, SwingLow(10) breach",14310.681354765897,55.33259070014602,-734.2443975396109,-104.54221921229278,-91.40766893290922,86.37995472288353,88.43647308805546,88.67004264164555,71.41477508544922,84.49072634236562,85.32149505615234,94.8134536743164,,,
SWANCORP.NS,SELL,2016-02-15,65.03657377179658,595,indicator_exit: Close<EMA50,38696.761394218964,87.34425245093112,524.3653871753121,-63.03686605431464,-94.949459114412,66.46161509454807,64.44601123518872,65.09886466878835,64.82828479766846,63.644346898222565,63.89295959472656,74.08601379394531,,,
TATAELXSI.NS,SELL,2016-02-15,825.7417427810968,27,"indicator_exit: Close<EMA50, SwingLow(10) breach",22295.027055089613,70.32899483711229,492.0720907636063,-45.5321745021004,-95.42437906402375,897.5910816540704,890.2457307325333,897.9838002889779,757.7594752502441,789.7420351969339,803.0844116210938,1034.359619140625,,,
WELSPUNLIV.NS,BUY,2016-02-15,79.48096466064453,85,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=90.3% (>= 50%); VOLAR rank 2/5 (VOLAR=2.24); MVO weight=5.7% of capped cash (25% of available),6755.881996154785,15.993915572988815,0.0,-1.203039266294419,-61.4771831808383,78.20389842952889,80.37227165691498,79.62782542243919,68.70838685989379,74.09478388278971,78.1182632446289,86.4793701171875,2.235655472276979,0.05740288131562747,6765.004632120564
APLAPOLLO.NS,BUY,2016-02-16,61.386714935302734,526,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=84.7% (>= 50%); VOLAR rank 4/4 (VOLAR=1.93); MVO weight=27.8% of capped cash (25% of available),32289.41205596924,61.94064161173021,0.0,-11.855227397776076,-30.725577215360776,64.30353259310776,63.40435955423622,64.73706912723452,49.55817148208618,54.805660609200835,64.10466003417969,75.64643859863281,1.927842124436757,0.278280832867628,32293.126540849193
APLLTD.NS,SELL,2016-02-16,548.601786938991,7,indicator_exit: Close<EMA50,3840.212508572937,33.48385949766862,-102.74843324950734,19.025330717399594,-17.71218874492225,571.6694692933917,542.183746625007,550.7793207320592,583.9233813476562,457.4658537014498,556.9924926757812,689.345458984375,,,
BRITANNIA.NS,SELL,2016-02-16,1159.8132270431793,4,indicator_exit: Close<EMA50,4639.252908172717,34.31278880245583,-64.6144996203745,-41.03688159352245,-64.12003014778578,1233.9325680848767,1184.9414279112054,1200.5541086856251,1248.4413580322266,1094.2676230482684,1164.5308837890625,1484.70166015625,,,
J&KBANK.NS,SELL,2016-02-16,149.22325134277344,647,indicator_exit: SwingLow(10) breach,96547.44361877441,147.3588972947783,-285.59991113237277,0.0,-50.0,149.20934833021502,149.2232513427424,149.2232432564558,148.4694091796875,149.22325134277344,149.22325134277344,149.22325134277344,,,
NAVINFLUOR.NS,BUY,2016-02-16,287.3702087402344,121,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=81.3% (>= 50%); VOLAR rank 1/4 (VOLAR=2.17); MVO weight=30.0% of capped cash (25% of available),34771.79525756836,64.88823831960822,0.0,-25.597524736139288,-50.65070779265005,315.7923891477611,295.65822695696613,305.12629685235095,251.36873817443848,259.64935972992015,300.0257568359375,369.0289611816406,2.168410734255191,0.30022174962694426,34839.262377907995
TATAELXSI.NS,BUY,2016-02-16,840.884033203125,21,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=83.2% (>= 50%); VOLAR rank 2/4 (VOLAR=2.00); MVO weight=15.3% of capped cash (25% of available),17658.564697265625,41.80499201569482,0.0,-21.47585330606282,-75.69441980571087,896.1410939046154,884.8585786071578,894.42499969412,759.8435914611816,789.7420351969339,860.6163940429688,1034.359619140625,1.9977212836097662,0.15336806416692514,17797.612046904782
VTL.NS,BUY,2016-02-16,133.08041381835938,233,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=80.7% (>= 50%); VOLAR rank 3/4 (VOLAR=1.96); MVO weight=26.8% of capped cash (25% of available),31007.736419677734,60.41877227114385,0.0,22.737733228913395,-46.47087063620292,138.07197923518044,137.7533160411212,137.47257669596468,136.01144050598145,126.64534507666583,137.38821411132812,170.1663818359375,1.957079176424614,0.2681293533385025,31115.097103346296
APLAPOLLO.NS,SELL,2016-02-17,57.47609382339522,526,stop,30232.425351105885,78.56329945378936,-2197.490645928874,-34.72124947801845,-49.927640160234,64.18914758691933,63.03751507806649,64.41798777562197,49.670163764953614,54.805660609200835,61.386714935302734,75.64643859863281,,,
APLLTD.NS,BUY,2016-02-17,543.5139770507812,20,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=77.6% (>= 50%); VOLAR rank 2/4 (VOLAR=1.79); MVO weight=9.8% of capped cash (25% of available),10870.279541015625,25.73436500707764,0.0,-12.533554698021332,-36.125565274183764,570.2205339741349,540.8269960845228,549.2500157720863,584.5921740722656,457.4658537014498,534.7216186523438,689.345458984375,1.7897966450277751,0.09788375213952157,11339.707952602223
BRITANNIA.NS,BUY,2016-02-17,1158.5462646484375,10,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=77.3% (>= 50%); VOLAR rank 3/4 (VOLAR=1.78); MVO weight=10.2% of capped cash (25% of available),11585.462646484375,27.42749378206299,0.0,-41.8229404476664,-73.04263795897593,1230.525716839514,1178.0535067142816,1195.4592279849107,1249.6260882568358,1094.2676230482684,1147.057861328125,1484.70166015625,1.7817079604086064,0.10238547203617762,11861.226466111342
GODFRYPHLP.NS,BUY,2016-02-17,293.4196472167969,23,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=60.8% (>= 50%); VOLAR rank 4/4 (VOLAR=1.71); MVO weight=6.0% of capped cash (25% of available),6748.651885986328,15.976798966795352,0.0,-97.19749795141597,-76.08716123230214,339.82382865891674,308.02000628650035,325.8502002672112,235.56291229248046,253.22601134919915,286.9904479980469,471.6761779785156,1.7138890727503842,0.060084190231526606,6960.676873348117
J&KBANK.NS,BUY,2016-02-17,149.22325134277344,574,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/4 (VOLAR=11.41); MVO weight=74.0% of capped cash (25% of available),85654.14627075195,125.30624720676849,0.0,0.0,-50.0,149.2098935463938,149.22325134274803,149.22324402658128,148.47932815551758,149.22325134277344,149.22325134277344,149.22325134277344,11.41066304909743,0.7396465855927742,85687.11441308729
NAVINFLUOR.NS,SELL,2016-02-17,293.45977734611057,121,indicator_exit: Close<EMA50,35508.63305887938,84.03686898707983,587.9126940043315,-28.801183131273234,-66.11871350349017,314.677793837662,294.15131455392395,303.4352408416732,252.00236701965332,259.64935972992015,287.3702087402344,369.0289611816406,,,
TATAELXSI.NS,SELL,2016-02-17,845.9915673900921,21,indicator_exit: Close<EMA50,17765.822915191933,62.99404232708409,2.4591835835299065,-25.15529233434417,-82.46141546710872,893.9741503476943,876.8632067155154,889.3258600283109,761.6150521850586,789.7420351969339,840.884033203125,1034.359619140625,,,
VTL.NS,SELL,2016-02-17,137.21094648426748,233,indicator_exit: Close<EMA50,31970.150530834322,80.36602598159071,821.629312903854,-2.586905690438507,-67.77740549346258,137.8762315717757,136.9036974551645,137.0542754695261,136.1254393386841,126.64534507666583,133.08041381835938,170.1663818359375,,,
APLAPOLLO.NS,BUY,2016-02-18,62.43207550048828,497,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=83.2% (>= 50%); VOLAR rank 2/4 (VOLAR=1.90); MVO weight=26.8% of capped cash (25% of available),31028.741523742676,60.443713857741194,0.0,-50.26662520307237,-37.92481898733665,64.14111263396646,63.024195297803686,64.27953715762189,49.786179599761965,54.805660609200835,62.964256286621094,75.64643859863281,1.9049893996095797,0.26845673179899837,31080.590616019395
APLLTD.NS,SELL,2016-02-18,545.3884769013023,20,indicator_exit: Close<EMA50,10907.769538026045,47.786953620236176,-36.03132161689315,-15.079818793682565,-28.856115247199345,569.1732180163564,541.3155380783879,548.7037263700572,585.1743096923828,457.4658537014498,543.5139770507812,689.345458984375,,,
BRITANNIA.NS,SELL,2016-02-18,1165.6229301096632,10,indicator_exit: Close<EMA50,11656.229301096631,49.44659278962747,-6.107431959433164,-52.59713240850319,-67.17607895734437,1227.7029932241776,1174.5067354295827,1191.9437076671513,1250.7454312133789,1094.2676230482684,1158.5462646484375,1484.70166015625,,,
CHENNPETRO.NS,BUY,2016-02-18,137.23545837402344,170,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=70.5% (>= 50%); VOLAR rank 3/4 (VOLAR=1.79); MVO weight=20.2% of capped cash (25% of available),23330.027923583984,51.30221513663117,0.0,-16.970855944677645,-18.921538091109827,143.81851385436434,130.15706378923213,134.88204064707875,142.65758846282958,106.87225427092812,138.94168090820312,197.0699920654297,1.7850746321189315,0.20175654300087767,23358.373154183606
GODFRYPHLP.NS,SELL,2016-02-18,296.17914597257254,23,indicator_exit: Close<EMA50,6812.120357369168,38.70523655315254,8.786435862892445,-108.98027855162678,-71.53383768888608,338.0040568376572,305.3653955465542,322.76157616717177,236.3218440246582,253.22601134919915,293.4196472167969,471.6761779785156,,,
J&KBANK.NS,SELL,2016-02-18,149.22325134277344,574,indicator_exit: SwingLow(10) breach,85654.14627075195,136.05812526615568,-261.3643724729242,0.0,-50.0,149.21041738154594,149.22325134275263,149.2232447233615,148.48924713134767,149.22325134277344,149.22325134277344,149.22325134277344,,,
NAVINFLUOR.NS,BUY,2016-02-18,285.47412109375,140,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=77.2% (>= 50%); VOLAR rank 1/4 (VOLAR=2.14); MVO weight=34.6% of capped cash (25% of available),39966.376953125,71.05631579240234,0.0,-44.530297154373294,-69.16670589362657,313.5091118757378,292.46496714568207,301.6677325528085,252.65098304748534,259.64935972992015,284.87640380859375,369.0289611816406,2.1414234786220994,0.3456649870637742,40019.37996199986
PETRONET.NS,BUY,2016-02-18,86.48811340332031,246,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=88.8% (>= 50%); VOLAR rank 4/4 (VOLAR=1.62); MVO weight=18.4% of capped cash (25% of available),21276.075897216797,48.86334017681062,0.0,-131.34920906506852,-83.35786570471113,86.51738282244607,87.88496690708939,88.35435976504704,71.8295704460144,82.1575136691662,84.15489196777344,94.8134536743164,1.6188255150374937,0.18412173813634972,21316.70280039952
APLAPOLLO.NS,SELL,2016-02-19,59.975463496164906,497,indicator_exit: Close<EMA50,29807.80535759396,78.12279612480012,-1359.5026761312588,-18.08549451698416,-41.97394949175472,64.07409156990849,62.91653715283724,64.10358842837107,49.89433547973633,54.805660609200835,62.43207550048828,75.64643859863281,,,
BAJFINANCE.NS,BUY,2016-02-19,58.54164505004883,138,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=92.0% (>= 50%); VOLAR rank 3/4 (VOLAR=1.80); MVO weight=7.0% of capped cash (25% of available),8078.747016906738,19.125674160307117,0.0,12.015730604267562,-54.48892837847827,57.777360957894814,59.837268921641595,59.49839201997874,51.23892948150635,56.43252242133312,59.662994384765625,64.83563232421875,1.7973329475575062,0.07035880071794959,8113.582697343533
BRITANNIA.NS,BUY,2016-02-19,1190.1290283203125,5,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=81.0% (>= 50%); VOLAR rank 4/4 (VOLAR=1.79); MVO weight=6.1% of capped cash (25% of available),5950.6451416015625,14.087593012098386,0.0,9.173683412899424,-44.57954459873889,1226.7262779185114,1179.6503749750561,1192.9773310254882,1251.985569152832,1094.2676230482684,1202.7967529296875,1484.70166015625,1.7944657716053665,0.061255669447592254,7063.834725332185
CHENNPETRO.NS,SELL,2016-02-19,136.49865686765867,170,indicator_exit: Close<EMA50,23204.771667501973,71.27276935649655,-247.83124057513868,12.68208290069898,-22.933101054376145,143.5603548159196,131.44404462283055,135.10617566869254,142.98972229003905,106.87225427092812,137.23545837402344,197.0699920654297,,,
J&KBANK.NS,BUY,2016-02-19,149.22325134277344,623,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/4 (VOLAR=11.70); MVO weight=80.7% of capped cash (25% of available),92966.08558654785,133.9884878219804,0.0,0.0,-50.0,149.2109206741431,149.2232513427564,149.22324535378166,148.49916610717773,149.22325134277344,149.22325134277344,149.22325134277344,11.70277948292432,0.8074020930939638,93107.38081774749
NAVINFLUOR.NS,SELL,2016-02-19,285.73570219031654,140,indicator_exit: Close<EMA50,40002.99830664432,88.69935046130267,-123.13431273438877,-40.36977310879504,-48.14338692402558,312.4097004725226,291.19390422714895,300.125483842422,253.31459091186522,259.64935972992015,285.47412109375,369.0289611816406,,,
PETRONET.NS,SELL,2016-02-19,86.55882388690424,246,indicator_exit: Close<EMA50,21293.470676178444,69.28997424029157,-100.75853545545709,-95.94521955488301,-63.917490039223146,86.5162350020882,87.63099354276774,88.17662201631116,71.95684595108033,82.1575136691662,86.48811340332031,94.8134536743164,,,
TATAELXSI.NS,BUY,2016-02-19,852.8089599609375,8,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=83.6% (>= 50%); VOLAR rank 2/4 (VOLAR=1.92); MVO weight=6.1% of capped cash (25% of available),6822.4716796875,16.151560389322263,0.0,-25.0542505626678,-74.34413944221383,891.4601394856583,871.7999091458846,884.2562570784295,765.2671957397461,789.7420351969339,864.5537719726562,1034.359619140625,1.9225163027615317,0.06098343674049424,7032.441600955096
BRITANNIA.NS,SELL,2016-02-22,1183.357925179341,5,indicator_exit: Close<EMA50,5916.789625896705,36.719924817201104,-84.66303353415694,8.303764019788275,-51.04832461675248,1225.2910916597586,1181.5555846741936,1192.7060641011858,1253.0525708007813,1094.2676230482684,1190.1290283203125,1484.70166015625,,,
CHENNPETRO.NS,BUY,2016-02-22,139.1355743408203,241,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=68.6% (>= 50%); VOLAR rank 2/3 (VOLAR=1.79); MVO weight=29.7% of capped cash (25% of available),33531.673416137695,63.41571020436239,0.0,3.1609419489578627,-26.559380435546995,143.23172154073953,132.12334674573918,135.11322620489594,143.30673263549804,106.87225427092812,135.18020629882812,197.0699920654297,1.7924840405645224,0.29722229012597934,33647.62345449127
J&KBANK.NS,SELL,2016-02-22,149.22325134277344,623,indicator_exit: SwingLow(10) breach,92966.08558654785,143.64357498399826,-277.63206280597865,0.0,-50.0,149.21140422977567,149.2232513427595,149.22324592416183,148.50908508300782,149.22325134277344,149.22325134277344,149.22325134277344,,,
JUBLPHARMA.NS,BUY,2016-02-22,207.17929077148438,110,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=69.2% (>= 50%); VOLAR rank 3/3 (VOLAR=1.68); MVO weight=20.3% of capped cash (25% of available),22789.72198486328,50.66065262315857,0.0,-61.985019105099994,-66.10525411725042,243.30114151959782,217.0880064314399,225.4072410319137,212.77155250549316,191.55348241655173,213.62155151367188,308.5072937011719,1.675379085088773,0.20281510293359564,22960.07547583669
NAVINFLUOR.NS,BUY,2016-02-22,279.89825439453125,202,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=77.0% (>= 50%); VOLAR rank 1/3 (VOLAR=2.09); MVO weight=50.0% of capped cash (25% of available),56539.44738769531,90.73527906483372,0.0,-44.99775156358938,-44.397540017194984,311.3057910330364,289.9331961432355,298.6144863112985,253.97990081787108,259.64935972992015,284.260009765625,369.0289611816406,2.093191982343002,0.49996260694042505,56599.2326232562
TATAELXSI.NS,SELL,2016-02-22,862.0562632689285,8,indicator_exit: Close<EMA50,6896.450106151428,38.892229844080816,18.934636230525292,-47.357754347569205,-78.37189327118058,889.944406955277,868.347009294076,881.2612764005731,766.9916162109375,789.7420351969339,852.8089599609375,1034.359619140625,,,
APLAPOLLO.NS,BUY,2016-02-23,60.38885498046875,145,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=80.6% (>= 50%); VOLAR rank 3/3 (VOLAR=1.90); MVO weight=7.7% of capped cash (25% of available),8756.383972167969,20.729915954014288,0.0,-35.494643040268684,-52.892275429270725,63.87186267896125,62.417718995996346,63.618659935715975,50.093294334411624,54.805660609200835,60.9970703125,75.64643859863281,1.902064142517074,0.07741015587295003,8766.310326705257
CHENNPETRO.NS,SELL,2016-02-23,140.22136516151707,241,indicator_exit: Close<EMA50,33793.349003925614,82.25742301676647,116.00245456678977,21.544727739240468,-8.77186717466907,143.07108831721328,133.39829721757212,135.49630697974587,143.6504998779297,106.87225427092812,139.1355743408203,197.0699920654297,,,
GODFRYPHLP.NS,BUY,2016-02-23,328.2821350097656,23,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=68.9% (>= 50%); VOLAR rank 2/3 (VOLAR=1.94); MVO weight=6.9% of capped cash (25% of available),7550.489105224609,17.87507321064337,0.0,-10.02221591882958,-29.02906520920608,334.51205066598465,307.03296783574416,318.89417286104936,238.82633827209472,253.22601134919915,324.9302062988281,471.6761779785156,1.941371668540241,0.06901491215738773,7815.591253102951
J&KBANK.NS,BUY,2016-02-23,149.22325134277344,647,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/3 (VOLAR=14.08); MVO weight=85.4% of capped cash (25% of available),96547.44361877441,138.24101383759444,0.0,0.0,-50.0,149.21186882244226,149.22325134276204,149.22324644022007,148.51900405883788,149.22325134277344,149.22325134277344,149.22325134277344,14.079066070329228,0.8535749319696623,96663.06257054213
JUBLPHARMA.NS,SELL,2016-02-23,208.13878986774102,110,indicator_exit: Close<EMA50,22895.266885451514,70.95168723856871,-16.067439273495793,-69.6690030951118,-76.0000387404939,241.88459835300515,215.28642176599342,223.67124576901568,213.1857685470581,191.55348241655173,207.17929077148438,308.5072937011719,,,
NAVINFLUOR.NS,SELL,2016-02-23,281.131142374141,202,indicator_exit: Close<EMA50,56788.49075957648,106.1127210449292,52.195371771407935,-48.102758518016145,-54.25198628838951,310.07412292956565,288.1086612798347,296.83198803351115,254.62915077209473,259.64935972992015,279.89825439453125,369.0289611816406,,,
APLAPOLLO.NS,SELL,2016-02-24,60.346087479839504,145,indicator_exit: Close<EMA50,8750.182684576728,43.00270758587654,-69.93391113113151,-51.73186697269358,-57.51991949000142,63.735274141765466,62.04883462953678,63.311059463787664,50.19277975082397,54.805660609200835,60.38885498046875,75.64643859863281,,,
BAJFINANCE.NS,SELL,2016-02-24,57.17492614371175,138,indicator_exit: Close<EMA50,7890.139807832222,41.09564335072601,-248.82852658554972,-72.40379872340704,-93.58467731807755,57.788978134610986,58.91583931960319,59.070898417251954,51.49161745071411,56.43252242133312,57.05829620361328,64.83563232421875,,,
CHENNPETRO.NS,BUY,2016-02-24,132.77598571777344,163,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=68.7% (>= 50%); VOLAR rank 4/4 (VOLAR=1.75); MVO weight=18.8% of capped cash (25% of available),21642.48567199707,49.298417341843354,0.0,14.512724603099937,-19.188545055899418,142.77228721286178,133.77163593369536,135.4920549013177,143.99155265808105,106.87225427092812,135.45166015625,197.0699920654297,1.750473816142376,0.18845839220062727,21692.24339528079
GODFRYPHLP.NS,SELL,2016-02-24,328.2531833228619,23,indicator_exit: Close<EMA50,7549.823216425823,40.34102329904192,-58.88198530847095,3.64662417508608,-25.711413931837317,334.26774024809373,310.8964527764753,319.78826449426043,239.77406967163085,253.22601134919915,328.2821350097656,471.6761779785156,,,
J&KBANK.NS,SELL,2016-02-24,149.22325134277344,647,indicator_exit: SwingLow(10) breach,96547.44361877441,147.3588972947783,-285.59991113237277,0.0,-50.0,149.2123151957886,149.22325134276412,149.22324690712992,148.52892303466797,149.22325134277344,149.22325134277344,149.22325134277344,,,
JUBLPHARMA.NS,BUY,2016-02-24,208.10452270507812,99,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=68.0% (>= 50%); VOLAR rank 2/4 (VOLAR=1.80); MVO weight=18.0% of capped cash (25% of available),20602.347747802734,48.06335132982747,0.0,-71.55326535110694,-71.78950555568268,240.63111094918784,214.31083045502444,222.3616670820298,213.673826751709,191.55348241655173,209.92066955566406,308.5072937011719,1.7993989119609035,0.18042829297847243,20767.94989589765
NAVINFLUOR.NS,BUY,2016-02-24,254.4656982421875,135,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=73.5% (>= 50%); VOLAR rank 1/4 (VOLAR=1.96); MVO weight=30.1% of capped cash (25% of available),34352.86926269531,64.39080307974,0.0,-69.45537433986347,-73.66529922199771,308.55378761898527,285.0535542307312,294.4009008407735,255.24003623962403,259.64935972992015,271.3055725097656,369.0289611816406,1.9582997551686816,0.3005182937074772,34590.74385446963
PETRONET.NS,BUY,2016-02-24,84.72052764892578,449,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=90.2% (>= 50%); VOLAR rank 3/4 (VOLAR=1.75); MVO weight=33.1% of capped cash (25% of available),38039.516914367676,68.76835062122166,0.0,-119.45426511637355,-71.72313587244726,86.45798218522829,86.87585866473746,87.60855098924435,72.323301486969,82.1575136691662,85.55128479003906,94.8134536743164,1.753422750430441,0.33059502111342304,38052.684093929645
APLAPOLLO.NS,BUY,2016-02-25,56.045841217041016,128,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=74.9% (>= 50%); VOLAR rank 3/4 (VOLAR=1.84); MVO weight=6.3% of capped cash (25% of available),7173.86767578125,16.983457378850588,0.0,-95.72937647302177,-85.93642294689313,63.45757903501693,61.0679645004715,62.67705845958672,50.27787689208984,54.805660609200835,56.654048919677734,75.64643859863281,1.840326099734716,0.06272305653982986,7200.098766447274
CHENNPETRO.NS,SELL,2016-02-25,133.00862673893042,163,indicator_exit: Close<EMA50,21680.406158445658,69.69138343120848,-81.06931432446419,-5.053314561041165,-26.593410145773493,142.380275389525,133.59060862170955,135.23338164574204,144.32950328826905,106.87225427092812,132.77598571777344,197.0699920654297,,,
GODFRYPHLP.NS,BUY,2016-02-25,306.95721435546875,20,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=67.0% (>= 50%); VOLAR rank 2/4 (VOLAR=1.86); MVO weight=5.5% of capped cash (25% of available),6139.144287109375,14.533847020168459,0.0,-6.088313328876443,-37.75996756144005,333.5485841698903,311.8115086814627,319.42074028089337,240.66274864196777,253.22601134919915,315.92926025390625,471.6761779785156,1.8608332100968488,0.05539802551283084,6359.244545189855
J&KBANK.NS,BUY,2016-02-25,149.22325134277344,621,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=100.0% (>= 50%); VOLAR rank 1/4 (VOLAR=16.06); MVO weight=80.8% of capped cash (25% of available),92667.6390838623,133.6341106540126,0.0,0.0,-50.0,149.2127440642978,149.2232513427658,149.22324732957216,148.53884201049806,149.22325134277344,149.22325134277344,149.22325134277344,16.06274331922023,0.8080384930876575,92756.27302422495
JUBLPHARMA.NS,SELL,2016-02-25,208.96116538996614,99,indicator_exit: Close<EMA50,20687.15537360665,68.66097910751178,-31.91670463342571,-76.70041325392786,-74.57895830369857,239.35555846902668,213.1824108641251,221.00384380803442,214.17380928039552,191.55348241655173,208.10452270507812,308.5072937011719,,,
NAVINFLUOR.NS,SELL,2016-02-25,247.89038923336915,135,stop,33465.202546504835,81.91700191295938,-1033.9745211831769,-100.69892412263161,-92.32643578502602,306.4326860747971,279.4921258691778,290.59754821233673,255.7912811279297,250.35611764155874,254.4656982421875,369.0289611816406,,,
PETRONET.NS,SELL,2016-02-25,84.84426859449717,449,indicator_exit: Close<EMA50,38095.07659892923,86.72006103418877,-99.9287270938588,-117.72061094562319,-78.64499535135421,86.38984671321643,86.48398029822624,87.33350114730925,72.44567043304443,82.1575136691662,84.72052764892578,94.8134536743164,,,
VTL.NS,BUY,2016-02-25,132.5840606689453,63,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=76.4% (>= 50%); VOLAR rank 4/4 (VOLAR=1.84); MVO weight=7.4% of capped cash (25% of available),8352.795822143555,19.774458946117587,0.0,-105.60333006658792,-83.09851545637964,136.94040060538023,134.22569398455812,135.3771473836197,136.8215258026123,126.64534507666583,130.04904174804688,170.1663818359375,1.8394944337644017,0.07384042485968176,8476.282586906907
APLAPOLLO.NS,SELL,2016-02-26,57.32403465363227,128,indicator_exit: Close<EMA50,7337.47643566493,39.87016427330204,106.75513823152762,-113.12690973893368,-90.56400895890255,63.16692264999826,60.15485117621141,62.04551396029665,50.35356298446655,54.805660609200835,56.045841217041016,75.64643859863281,,,
CANFINHOME.NS,BUY,2016-02-26,179.2568359375,138,Close>EMA50 + W%R:-80→>-50 + CCI:-100↑; 52w%=85.6% (>= 50%); VOLAR rank 4/5 (VOLAR=1.72); MVO weight=21.3% of capped cash (25% of available),24737.443359375,52.97338866958204,0.0,-57.345965829783644,-53.675805120461455,183.22675247211652,177.1933143580965,179.98573876109646,162.97745323181152,157.5554475380722,176.58401489257812,206.34133911132812,1.7178746175902695,0.21301667779561934,24792.218667437868
