symbol,segment,expiry,as_of,pcr,total_call_oi,total_put_oi,delta_call_oi,delta_put_oi,top5_resistances,top5_supports,res_gaps,sup_gaps,ce_hotspot,pe_hotspot,equilibrium,equilibrium_strike,sentiment,rationale,report_text,status
GODREJPROP,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.681,5903.0,4018.0,930.0,653.0,2500:1186; 2300:855; 2400:845; 2320:486; 2600:455,2300:536; 2200:378; 2100:346; 2320:314; 2140:296,20; 80; 100,20; 40; 60,"(2320, 297)","(2320, 256)",False,,Bearish,PCR 0.68 (<0.80) → bearish tilt; ΔCallOI 930 > 653 → bearish tilt,"========================================================================
Symbol: GODREJPROP | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 5,903
Total Put  OI: 4,018
PCR        : 0.68
ΔCall OI   : 930
ΔPut  OI   : 653
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2500:1186; 2300:855; 2400:845; 2320:486; 2600:455
Top-5 Supports    (PE OI): 2300:536; 2200:378; 2100:346; 2320:314; 2140:296
Flow (ΔOI) CE hotspot: 2320 | ΔOI: 297
Flow (ΔOI) PE hotspot: 2320 | ΔOI: 256
Closest resistance gaps: 20; 80; 100
Closest support gaps   : 20; 40; 60
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.68 (<0.80) → bearish tilt; ΔCallOI 930 > 653 → bearish tilt
========================================================================",ok
HDFCBANK,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.783,51486.0,40327.0,5747.0,3466.0,1000:8609; 1020:5392; 1100:4585; 1010:4472; 1050:4080,1000:5792; 950:5183; 990:2448; 1020:2439; 980:2212,10; 10; 30,10; 10; 20,"(990, 1246)","(990, 1015)",True,1000.0,Bearish,"PCR 0.78 (<0.80) → bearish tilt; ΔCallOI 5,747 > 3,466 → bearish tilt","========================================================================
Symbol: HDFCBANK | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 51,486
Total Put  OI: 40,327
PCR        : 0.78
ΔCall OI   : 5,747
ΔPut  OI   : 3,466
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1000:8609; 1020:5392; 1100:4585; 1010:4472; 1050:4080
Top-5 Supports    (PE OI): 1000:5792; 950:5183; 990:2448; 1020:2439; 980:2212
Flow (ΔOI) CE hotspot: 990 | ΔOI: 1,246
Flow (ΔOI) PE hotspot: 990 | ΔOI: 1,015
Closest resistance gaps: 10; 10; 30
Closest support gaps   : 10; 10; 20
------------------------------------------------------------------------
⚪ Equilibrium Zone: 1000
Sentiment: Bearish
Why      : PCR 0.78 (<0.80) → bearish tilt; ΔCallOI 5,747 > 3,466 → bearish tilt
========================================================================",ok
HDFCLIFE,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.576,8681.0,5004.0,2038.0,664.0,750:1484; 800:1261; 760:1108; 780:1028; 740:989,750:878; 690:796; 740:795; 730:676; 720:435,10; 10; 20,10; 10; 10,"(750, 609)","(690, 132)",True,750.0,Bearish,"PCR 0.58 (<0.80) → bearish tilt; ΔCallOI 2,038 > 664 → bearish tilt","========================================================================
Symbol: HDFCLIFE | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 8,681
Total Put  OI: 5,004
PCR        : 0.58
ΔCall OI   : 2,038
ΔPut  OI   : 664
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 750:1484; 800:1261; 760:1108; 780:1028; 740:989
Top-5 Supports    (PE OI): 750:878; 690:796; 740:795; 730:676; 720:435
Flow (ΔOI) CE hotspot: 750 | ΔOI: 609
Flow (ΔOI) PE hotspot: 690 | ΔOI: 132
Closest resistance gaps: 10; 10; 20
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
⚪ Equilibrium Zone: 750
Sentiment: Bearish
Why      : PCR 0.58 (<0.80) → bearish tilt; ΔCallOI 2,038 > 664 → bearish tilt
========================================================================",ok
HFCL,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.513,7826.0,4013.0,387.0,230.0,75:2902; 80:1697; 77:640; 78:542; 85:393,75:1152; 80:481; 70:438; 72:224; 77:195,1; 2; 2,2; 2; 3,"(75, 221)","(68, 79)",True,75.0,Bearish,PCR 0.51 (<0.80) → bearish tilt; ΔCallOI 387 > 230 → bearish tilt,"========================================================================
Symbol: HFCL | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 7,826
Total Put  OI: 4,013
PCR        : 0.51
ΔCall OI   : 387
ΔPut  OI   : 230
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 75:2902; 80:1697; 77:640; 78:542; 85:393
Top-5 Supports    (PE OI): 75:1152; 80:481; 70:438; 72:224; 77:195
Flow (ΔOI) CE hotspot: 75 | ΔOI: 221
Flow (ΔOI) PE hotspot: 68 | ΔOI: 79
Closest resistance gaps: 1; 2; 2
Closest support gaps   : 2; 2; 3
------------------------------------------------------------------------
⚪ Equilibrium Zone: 75
Sentiment: Bearish
Why      : PCR 0.51 (<0.80) → bearish tilt; ΔCallOI 387 > 230 → bearish tilt
========================================================================",ok
HAVELLS,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.702,3675.0,2581.0,406.0,92.0,1500:868; 1600:771; 1560:487; 1520:374; 1540:356,1500:621; 1400:272; 1420:257; 1480:251; 1440:246,20; 20; 20,20; 20; 20,"(1600, 124)","(1400, 26)",True,1500.0,Bearish,PCR 0.70 (<0.80) → bearish tilt; ΔCallOI 406 > 92 → bearish tilt,"========================================================================
Symbol: HAVELLS | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 3,675
Total Put  OI: 2,581
PCR        : 0.70
ΔCall OI   : 406
ΔPut  OI   : 92
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1500:868; 1600:771; 1560:487; 1520:374; 1540:356
Top-5 Supports    (PE OI): 1500:621; 1400:272; 1420:257; 1480:251; 1440:246
Flow (ΔOI) CE hotspot: 1600 | ΔOI: 124
Flow (ΔOI) PE hotspot: 1400 | ΔOI: 26
Closest resistance gaps: 20; 20; 20
Closest support gaps   : 20; 20; 20
------------------------------------------------------------------------
⚪ Equilibrium Zone: 1500
Sentiment: Bearish
Why      : PCR 0.70 (<0.80) → bearish tilt; ΔCallOI 406 > 92 → bearish tilt
========================================================================",ok
HINDALCO,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.934,16817.0,15699.0,60.0,-816.0,900:1960; 860:1643; 850:1639; 770:1429; 880:1213,830:1704; 820:1662; 800:1647; 840:1614; 850:1468,10; 20; 20,10; 10; 10,"(860, 254)","(830, 158)",False,,Bearish,PCR 0.93 (~neutral); ΔCallOI 60 > -816 → bearish tilt,"========================================================================
Symbol: HINDALCO | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 16,817
Total Put  OI: 15,699
PCR        : 0.93
ΔCall OI   : 60
ΔPut  OI   : -816
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 900:1960; 860:1643; 850:1639; 770:1429; 880:1213
Top-5 Supports    (PE OI): 830:1704; 820:1662; 800:1647; 840:1614; 850:1468
Flow (ΔOI) CE hotspot: 860 | ΔOI: 254
Flow (ΔOI) PE hotspot: 830 | ΔOI: 158
Closest resistance gaps: 10; 20; 20
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.93 (~neutral); ΔCallOI 60 > -816 → bearish tilt
========================================================================",ok
HAL,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.635,24005.0,15238.0,904.0,791.0,5000:4942; 4800:3638; 4900:3016; 4700:2378; 5200:1439,4800:2233; 4500:2158; 4700:1943; 5000:1504; 4900:1253,100; 100; 100,100; 100; 100,"(4700, 288)","(4700, 432)",False,,Bearish,PCR 0.63 (<0.80) → bearish tilt; ΔCallOI 904 > 791 → bearish tilt,"========================================================================
Symbol: HAL | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 24,005
Total Put  OI: 15,238
PCR        : 0.63
ΔCall OI   : 904
ΔPut  OI   : 791
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 5000:4942; 4800:3638; 4900:3016; 4700:2378; 5200:1439
Top-5 Supports    (PE OI): 4800:2233; 4500:2158; 4700:1943; 5000:1504; 4900:1253
Flow (ΔOI) CE hotspot: 4700 | ΔOI: 288
Flow (ΔOI) PE hotspot: 4700 | ΔOI: 432
Closest resistance gaps: 100; 100; 100
Closest support gaps   : 100; 100; 100
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.63 (<0.80) → bearish tilt; ΔCallOI 904 > 791 → bearish tilt
========================================================================",ok
HINDUNILVR,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.51,26806.0,13659.0,1200.0,168.0,2600:6388; 2500:4130; 2700:3235; 2520:1294; 2540:1216,2500:2529; 2400:1428; 2600:1299; 2300:1142; 2440:856,20; 20; 60,40; 60; 100,"(2600, 294)","(2400, 123)",False,,Bearish,"PCR 0.51 (<0.80) → bearish tilt; ΔCallOI 1,200 > 168 → bearish tilt","========================================================================
Symbol: HINDUNILVR | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 26,806
Total Put  OI: 13,659
PCR        : 0.51
ΔCall OI   : 1,200
ΔPut  OI   : 168
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2600:6388; 2500:4130; 2700:3235; 2520:1294; 2540:1216
Top-5 Supports    (PE OI): 2500:2529; 2400:1428; 2600:1299; 2300:1142; 2440:856
Flow (ΔOI) CE hotspot: 2600 | ΔOI: 294
Flow (ΔOI) PE hotspot: 2400 | ΔOI: 123
Closest resistance gaps: 20; 20; 60
Closest support gaps   : 40; 60; 100
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.51 (<0.80) → bearish tilt; ΔCallOI 1,200 > 168 → bearish tilt
========================================================================",ok
HINDZINC,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.409,17792.0,7281.0,378.0,262.0,550:4417; 500:2569; 520:1779; 480:1113; 490:1048,450:956; 480:834; 500:671; 440:651; 460:603,10; 10; 20,10; 10; 20,"(520, 233)","(445, 126)",False,,Bearish,PCR 0.41 (<0.80) → bearish tilt; ΔCallOI 378 > 262 → bearish tilt,"========================================================================
Symbol: HINDZINC | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 17,792
Total Put  OI: 7,281
PCR        : 0.41
ΔCall OI   : 378
ΔPut  OI   : 262
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 550:4417; 500:2569; 520:1779; 480:1113; 490:1048
Top-5 Supports    (PE OI): 450:956; 480:834; 500:671; 440:651; 460:603
Flow (ΔOI) CE hotspot: 520 | ΔOI: 233
Flow (ΔOI) PE hotspot: 445 | ΔOI: 126
Closest resistance gaps: 10; 10; 20
Closest support gaps   : 10; 10; 20
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.41 (<0.80) → bearish tilt; ΔCallOI 378 > 262 → bearish tilt
========================================================================",ok
POWERINDIA,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.38,1012.0,385.0,400.0,78.0,19000:179; 20000:177; 19250:161; 18000:98; 17500:96,16500:102; 15500:76; 17000:62; 16000:43; 17500:37,250; 500; 750,500; 500; 500,"(19250, 128)","(16500, 69)",False,,Bearish,PCR 0.38 (<0.80) → bearish tilt; ΔCallOI 400 > 78 → bearish tilt,"========================================================================
Symbol: POWERINDIA | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 1,012
Total Put  OI: 385
PCR        : 0.38
ΔCall OI   : 400
ΔPut  OI   : 78
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 19000:179; 20000:177; 19250:161; 18000:98; 17500:96
Top-5 Supports    (PE OI): 16500:102; 15500:76; 17000:62; 16000:43; 17500:37
Flow (ΔOI) CE hotspot: 19250 | ΔOI: 128
Flow (ΔOI) PE hotspot: 16500 | ΔOI: 69
Closest resistance gaps: 250; 500; 750
Closest support gaps   : 500; 500; 500
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.38 (<0.80) → bearish tilt; ΔCallOI 400 > 78 → bearish tilt
========================================================================",ok
HUDCO,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.566,5678.0,3213.0,1135.0,322.0,240:1150; 250:988; 260:650; 235:532; 245:462,220:529; 240:421; 230:357; 225:258; 210:209,5; 5; 5,5; 5; 10,"(240, 250)","(240, 106)",False,,Bearish,"PCR 0.57 (<0.80) → bearish tilt; ΔCallOI 1,135 > 322 → bearish tilt","========================================================================
Symbol: HUDCO | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 5,678
Total Put  OI: 3,213
PCR        : 0.57
ΔCall OI   : 1,135
ΔPut  OI   : 322
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 240:1150; 250:988; 260:650; 235:532; 245:462
Top-5 Supports    (PE OI): 220:529; 240:421; 230:357; 225:258; 210:209
Flow (ΔOI) CE hotspot: 240 | ΔOI: 250
Flow (ΔOI) PE hotspot: 240 | ΔOI: 106
Closest resistance gaps: 5; 5; 5
Closest support gaps   : 5; 5; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.57 (<0.80) → bearish tilt; ΔCallOI 1,135 > 322 → bearish tilt
========================================================================",ok
ICICIBANK,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.552,65000.0,35857.0,10760.0,3231.0,1400:11229; 1360:8561; 1380:6575; 1450:4262; 1600:4211,1400:4579; 1380:4204; 1360:3998; 1350:2821; 1370:2453,20; 20; 50,10; 10; 10,"(1360, 3183)","(1360, 701)",True,1400.0,Bearish,"PCR 0.55 (<0.80) → bearish tilt; ΔCallOI 10,760 > 3,231 → bearish tilt","========================================================================
Symbol: ICICIBANK | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 65,000
Total Put  OI: 35,857
PCR        : 0.55
ΔCall OI   : 10,760
ΔPut  OI   : 3,231
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1400:11229; 1360:8561; 1380:6575; 1450:4262; 1600:4211
Top-5 Supports    (PE OI): 1400:4579; 1380:4204; 1360:3998; 1350:2821; 1370:2453
Flow (ΔOI) CE hotspot: 1360 | ΔOI: 3,183
Flow (ΔOI) PE hotspot: 1360 | ΔOI: 701
Closest resistance gaps: 20; 20; 50
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
⚪ Equilibrium Zone: 1400
Sentiment: Bearish
Why      : PCR 0.55 (<0.80) → bearish tilt; ΔCallOI 10,760 > 3,231 → bearish tilt
========================================================================",ok
ICICIPRULI,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.744,3003.0,2235.0,413.0,293.0,600:762; 610:519; 620:268; 630:247; 640:193,600:497; 580:353; 590:281; 550:177; 570:134,10; 10; 10,10; 10; 10,"(600, 106)","(590, 145)",True,600.0,Bearish,PCR 0.74 (<0.80) → bearish tilt; ΔCallOI 413 > 293 → bearish tilt,"========================================================================
Symbol: ICICIPRULI | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 3,003
Total Put  OI: 2,235
PCR        : 0.74
ΔCall OI   : 413
ΔPut  OI   : 293
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 600:762; 610:519; 620:268; 630:247; 640:193
Top-5 Supports    (PE OI): 600:497; 580:353; 590:281; 550:177; 570:134
Flow (ΔOI) CE hotspot: 600 | ΔOI: 106
Flow (ΔOI) PE hotspot: 590 | ΔOI: 145
Closest resistance gaps: 10; 10; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
⚪ Equilibrium Zone: 600
Sentiment: Bearish
Why      : PCR 0.74 (<0.80) → bearish tilt; ΔCallOI 413 > 293 → bearish tilt
========================================================================",ok
IDFCFIRSTB,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.565,13029.0,7359.0,3894.0,1702.0,84:3561; 80:2201; 85:1227; 90:860; 88:773,80:1298; 75:912; 78:489; 70:427; 74:426,1; 2; 3,1; 2; 3,"(84, 3012)","(80, 442)",False,,Bearish,"PCR 0.56 (<0.80) → bearish tilt; ΔCallOI 3,894 > 1,702 → bearish tilt","========================================================================
Symbol: IDFCFIRSTB | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 13,029
Total Put  OI: 7,359
PCR        : 0.56
ΔCall OI   : 3,894
ΔPut  OI   : 1,702
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 84:3561; 80:2201; 85:1227; 90:860; 88:773
Top-5 Supports    (PE OI): 80:1298; 75:912; 78:489; 70:427; 74:426
Flow (ΔOI) CE hotspot: 84 | ΔOI: 3,012
Flow (ΔOI) PE hotspot: 80 | ΔOI: 442
Closest resistance gaps: 1; 2; 3
Closest support gaps   : 1; 2; 3
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.56 (<0.80) → bearish tilt; ΔCallOI 3,894 > 1,702 → bearish tilt
========================================================================",ok
IIFL,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.487,4189.0,2038.0,1309.0,571.0,560:911; 550:724; 540:620; 580:489; 530:224,500:306; 520:253; 540:225; 550:199; 510:174,10; 10; 10,10; 10; 10,"(540, 370)","(550, 130)",False,,Bearish,"PCR 0.49 (<0.80) → bearish tilt; ΔCallOI 1,309 > 571 → bearish tilt","========================================================================
Symbol: IIFL | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,189
Total Put  OI: 2,038
PCR        : 0.49
ΔCall OI   : 1,309
ΔPut  OI   : 571
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 560:911; 550:724; 540:620; 580:489; 530:224
Top-5 Supports    (PE OI): 500:306; 520:253; 540:225; 550:199; 510:174
Flow (ΔOI) CE hotspot: 540 | ΔOI: 370
Flow (ΔOI) PE hotspot: 550 | ΔOI: 130
Closest resistance gaps: 10; 10; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.49 (<0.80) → bearish tilt; ΔCallOI 1,309 > 571 → bearish tilt
========================================================================",ok
INDIANB,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.702,4477.0,3144.0,1070.0,797.0,870:745; 900:540; 850:532; 940:347; 860:320,800:429; 850:298; 860:271; 750:260; 820:247,10; 10; 30,10; 20; 30,"(870, 583)","(870, 196)",False,,Bearish,"PCR 0.70 (<0.80) → bearish tilt; ΔCallOI 1,070 > 797 → bearish tilt","========================================================================
Symbol: INDIANB | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,477
Total Put  OI: 3,144
PCR        : 0.70
ΔCall OI   : 1,070
ΔPut  OI   : 797
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 870:745; 900:540; 850:532; 940:347; 860:320
Top-5 Supports    (PE OI): 800:429; 850:298; 860:271; 750:260; 820:247
Flow (ΔOI) CE hotspot: 870 | ΔOI: 583
Flow (ΔOI) PE hotspot: 870 | ΔOI: 196
Closest resistance gaps: 10; 10; 30
Closest support gaps   : 10; 20; 30
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.70 (<0.80) → bearish tilt; ΔCallOI 1,070 > 797 → bearish tilt
========================================================================",ok
IEX,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.605,13877.0,8399.0,1656.0,565.0,150:4568; 145:1472; 165:1393; 160:1393; 155:1006,130:991; 145:960; 150:955; 140:945; 135:749,5; 5; 5,5; 5; 5,"(150, 609)","(130, 221)",False,,Bearish,"PCR 0.61 (<0.80) → bearish tilt; ΔCallOI 1,656 > 565 → bearish tilt","========================================================================
Symbol: IEX | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 13,877
Total Put  OI: 8,399
PCR        : 0.61
ΔCall OI   : 1,656
ΔPut  OI   : 565
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 150:4568; 145:1472; 165:1393; 160:1393; 155:1006
Top-5 Supports    (PE OI): 130:991; 145:960; 150:955; 140:945; 135:749
Flow (ΔOI) CE hotspot: 150 | ΔOI: 609
Flow (ΔOI) PE hotspot: 130 | ΔOI: 221
Closest resistance gaps: 5; 5; 5
Closest support gaps   : 5; 5; 5
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.61 (<0.80) → bearish tilt; ΔCallOI 1,656 > 565 → bearish tilt
========================================================================",ok
IRCTC,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.715,7211.0,5154.0,468.0,303.0,800:1184; 730:1102; 720:939; 750:692; 740:599,720:849; 700:763; 730:471; 800:308; 710:240,10; 10; 10,10; 10; 10,"(810, 97)","(685, 80)",False,,Bearish,PCR 0.71 (<0.80) → bearish tilt; ΔCallOI 468 > 303 → bearish tilt,"========================================================================
Symbol: IRCTC | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 7,211
Total Put  OI: 5,154
PCR        : 0.71
ΔCall OI   : 468
ΔPut  OI   : 303
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 800:1184; 730:1102; 720:939; 750:692; 740:599
Top-5 Supports    (PE OI): 720:849; 700:763; 730:471; 800:308; 710:240
Flow (ΔOI) CE hotspot: 810 | ΔOI: 97
Flow (ΔOI) PE hotspot: 685 | ΔOI: 80
Closest resistance gaps: 10; 10; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.71 (<0.80) → bearish tilt; ΔCallOI 468 > 303 → bearish tilt
========================================================================",ok
IRFC,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.566,4878.0,2763.0,292.0,127.0,125:1042; 130:1033; 140:706; 135:413; 124:364,125:495; 130:436; 120:350; 124:268; 115:150,1; 5; 5,1; 4; 5,"(125, 107)","(124, 35)",True,125.0,Bearish,PCR 0.57 (<0.80) → bearish tilt; ΔCallOI 292 > 127 → bearish tilt,"========================================================================
Symbol: IRFC | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,878
Total Put  OI: 2,763
PCR        : 0.57
ΔCall OI   : 292
ΔPut  OI   : 127
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 125:1042; 130:1033; 140:706; 135:413; 124:364
Top-5 Supports    (PE OI): 125:495; 130:436; 120:350; 124:268; 115:150
Flow (ΔOI) CE hotspot: 125 | ΔOI: 107
Flow (ΔOI) PE hotspot: 124 | ΔOI: 35
Closest resistance gaps: 1; 5; 5
Closest support gaps   : 1; 4; 5
------------------------------------------------------------------------
⚪ Equilibrium Zone: 125
Sentiment: Bearish
Why      : PCR 0.57 (<0.80) → bearish tilt; ΔCallOI 292 > 127 → bearish tilt
========================================================================",ok
IREDA,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.508,5248.0,2664.0,753.0,202.0,160:1253; 155:928; 170:777; 165:753; 150:525,150:396; 155:394; 140:310; 145:257; 135:218,5; 5; 5,5; 5; 5,"(165, 254)","(142, 127)",False,,Bearish,PCR 0.51 (<0.80) → bearish tilt; ΔCallOI 753 > 202 → bearish tilt,"========================================================================
Symbol: IREDA | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 5,248
Total Put  OI: 2,664
PCR        : 0.51
ΔCall OI   : 753
ΔPut  OI   : 202
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 160:1253; 155:928; 170:777; 165:753; 150:525
Top-5 Supports    (PE OI): 150:396; 155:394; 140:310; 145:257; 135:218
Flow (ΔOI) CE hotspot: 165 | ΔOI: 254
Flow (ΔOI) PE hotspot: 142 | ΔOI: 127
Closest resistance gaps: 5; 5; 5
Closest support gaps   : 5; 5; 5
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.51 (<0.80) → bearish tilt; ΔCallOI 753 > 202 → bearish tilt
========================================================================",ok
IGL,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.696,3925.0,2731.0,350.0,143.0,215:798; 220:718; 230:608; 225:438; 210:365,210:743; 200:338; 220:189; 205:174; 197:152,5; 5; 5,3; 5; 5,"(215, 70)","(197, 88)",False,,Bearish,PCR 0.70 (<0.80) → bearish tilt; ΔCallOI 350 > 143 → bearish tilt,"========================================================================
Symbol: IGL | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 3,925
Total Put  OI: 2,731
PCR        : 0.70
ΔCall OI   : 350
ΔPut  OI   : 143
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 215:798; 220:718; 230:608; 225:438; 210:365
Top-5 Supports    (PE OI): 210:743; 200:338; 220:189; 205:174; 197:152
Flow (ΔOI) CE hotspot: 215 | ΔOI: 70
Flow (ΔOI) PE hotspot: 197 | ΔOI: 88
Closest resistance gaps: 5; 5; 5
Closest support gaps   : 3; 5; 5
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.70 (<0.80) → bearish tilt; ΔCallOI 350 > 143 → bearish tilt
========================================================================",ok
INDUSTOWER,equities,25-Nov-2025,31-Oct-2025 15:30:00,0.601,16227.0,9760.0,957.0,542.0,380:3293; 400:2305; 370:2299; 390:2070; 410:1076,370:1251; 380:1086; 360:1045; 390:963; 350:962,10; 10; 10,10; 10; 10,"(400, 320)","(350, 314)",False,,Bearish,PCR 0.60 (<0.80) → bearish tilt; ΔCallOI 957 > 542 → bearish tilt,"========================================================================
Symbol: INDUSTOWER | Segment: equities | Expiry: 25-Nov-2025
As Of : 31-Oct-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 16,227
Total Put  OI: 9,760
PCR        : 0.60
ΔCall OI   : 957
ΔPut  OI   : 542
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 380:3293; 400:2305; 370:2299; 390:2070; 410:1076
Top-5 Supports    (PE OI): 370:1251; 380:1086; 360:1045; 390:963; 350:962
Flow (ΔOI) CE hotspot: 400 | ΔOI: 320
Flow (ΔOI) PE hotspot: 350 | ΔOI: 314
Closest resistance gaps: 10; 10; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.60 (<0.80) → bearish tilt; ΔCallOI 957 > 542 → bearish tilt
========================================================================",ok
