symbol,segment,expiry,as_of,pcr,total_call_oi,total_put_oi,delta_call_oi,delta_put_oi,top5_resistances,top5_supports,res_gaps,sup_gaps,ce_hotspot,pe_hotspot,equilibrium,equilibrium_strike,sentiment,rationale,report_text,status
DIVISLAB,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.668,21149.0,14132.0,4242.0,3125.0,7000:3875; 7200:1837; 6800:1770; 7500:1746; 6900:1570,6600:2022; 6800:1738; 5800:1424; 6200:1175; 6500:974,100; 100; 200,100; 200; 300,"(7000, 1069)","(6200, 946)",False,,Bearish,"PCR 0.67 (<0.80) → bearish tilt; ΔCallOI 4,242 > 3,125 → bearish tilt","========================================================================
Symbol: DIVISLAB | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 21,149
Total Put  OI: 14,132
PCR        : 0.67
ΔCall OI   : 4,242
ΔPut  OI   : 3,125
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 7000:3875; 7200:1837; 6800:1770; 7500:1746; 6900:1570
Top-5 Supports    (PE OI): 6600:2022; 6800:1738; 5800:1424; 6200:1175; 6500:974
Flow (ΔOI) CE hotspot: 7000 | ΔOI: 1,069
Flow (ΔOI) PE hotspot: 6200 | ΔOI: 946
Closest resistance gaps: 100; 100; 200
Closest support gaps   : 100; 200; 300
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.67 (<0.80) → bearish tilt; ΔCallOI 4,242 > 3,125 → bearish tilt
========================================================================",ok
DIXON,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.456,39409.0,17969.0,2706.0,735.0,16000:8038; 17000:6682; 15500:4501; 16500:4003; 18000:3018,15000:3202; 15500:2624; 14000:2131; 14500:2020; 16000:1403,500; 500; 500,500; 500; 500,"(16000, 626)","(14000, 441)",False,,Bearish,"PCR 0.46 (<0.80) → bearish tilt; ΔCallOI 2,706 > 735 → bearish tilt","========================================================================
Symbol: DIXON | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 39,409
Total Put  OI: 17,969
PCR        : 0.46
ΔCall OI   : 2,706
ΔPut  OI   : 735
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 16000:8038; 17000:6682; 15500:4501; 16500:4003; 18000:3018
Top-5 Supports    (PE OI): 15000:3202; 15500:2624; 14000:2131; 14500:2020; 16000:1403
Flow (ΔOI) CE hotspot: 16000 | ΔOI: 626
Flow (ΔOI) PE hotspot: 14000 | ΔOI: 441
Closest resistance gaps: 500; 500; 500
Closest support gaps   : 500; 500; 500
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.46 (<0.80) → bearish tilt; ΔCallOI 2,706 > 735 → bearish tilt
========================================================================",ok
DRREDDY,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.405,25042.0,10144.0,-84.0,-237.0,1300:5030; 1200:3694; 1280:1829; 1350:1287; 1260:1278,1200:1172; 1180:797; 1100:719; 1300:644; 1190:629,20; 20; 50,10; 10; 80,"(1200, 280)","(1210, 21)",False,,Bearish,PCR 0.41 (<0.80) → bearish tilt; ΔCallOI -84 > -237 → bearish tilt,"========================================================================
Symbol: DRREDDY | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 25,042
Total Put  OI: 10,144
PCR        : 0.41
ΔCall OI   : -84
ΔPut  OI   : -237
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1300:5030; 1200:3694; 1280:1829; 1350:1287; 1260:1278
Top-5 Supports    (PE OI): 1200:1172; 1180:797; 1100:719; 1300:644; 1190:629
Flow (ΔOI) CE hotspot: 1200 | ΔOI: 280
Flow (ΔOI) PE hotspot: 1210 | ΔOI: 21
Closest resistance gaps: 20; 20; 50
Closest support gaps   : 10; 10; 80
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.41 (<0.80) → bearish tilt; ΔCallOI -84 > -237 → bearish tilt
========================================================================",ok
ETERNAL,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.428,38160.0,16332.0,2037.0,-439.0,330:5752; 350:5327; 340:4437; 335:3488; 320:2815,310:2044; 300:1935; 320:1872; 290:1552; 330:1538,5; 5; 10,10; 10; 10,"(310, 462)","(310, 91)",False,,Bearish,"PCR 0.43 (<0.80) → bearish tilt; ΔCallOI 2,037 > -439 → bearish tilt","========================================================================
Symbol: ETERNAL | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 38,160
Total Put  OI: 16,332
PCR        : 0.43
ΔCall OI   : 2,037
ΔPut  OI   : -439
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 330:5752; 350:5327; 340:4437; 335:3488; 320:2815
Top-5 Supports    (PE OI): 310:2044; 300:1935; 320:1872; 290:1552; 330:1538
Flow (ΔOI) CE hotspot: 310 | ΔOI: 462
Flow (ΔOI) PE hotspot: 310 | ΔOI: 91
Closest resistance gaps: 5; 5; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.43 (<0.80) → bearish tilt; ΔCallOI 2,037 > -439 → bearish tilt
========================================================================",ok
EICHERMOT,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.953,7713.0,7348.0,-287.0,199.0,7000:1179; 7800:764; 7100:731; 7300:649; 8000:515,6200:1228; 6100:712; 6500:675; 6300:541; 6700:520,100; 200; 200,100; 100; 200,"(7000, 42)","(6800, 82)",False,,Bullish,PCR 0.95 (~neutral); ΔPutOI 199 > -287 → bullish tilt,"========================================================================
Symbol: EICHERMOT | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 7,713
Total Put  OI: 7,348
PCR        : 0.95
ΔCall OI   : -287
ΔPut  OI   : 199
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 7000:1179; 7800:764; 7100:731; 7300:649; 8000:515
Top-5 Supports    (PE OI): 6200:1228; 6100:712; 6500:675; 6300:541; 6700:520
Flow (ΔOI) CE hotspot: 7000 | ΔOI: 42
Flow (ΔOI) PE hotspot: 6800 | ΔOI: 82
Closest resistance gaps: 100; 200; 200
Closest support gaps   : 100; 100; 200
------------------------------------------------------------------------
Sentiment: Bullish
Why      : PCR 0.95 (~neutral); ΔPutOI 199 > -287 → bullish tilt
========================================================================",ok
EXIDEIND,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.722,8107.0,5856.0,85.0,155.0,400:2530; 390:888; 380:704; 385:559; 420:516,380:750; 350:594; 390:521; 370:434; 360:424,5; 5; 10,10; 10; 10,"(380, 216)","(375, 154)",False,,Neutral,PCR 0.72 (<0.80) → bearish tilt; ΔPutOI 155 > 85 → bullish tilt,"========================================================================
Symbol: EXIDEIND | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 8,107
Total Put  OI: 5,856
PCR        : 0.72
ΔCall OI   : 85
ΔPut  OI   : 155
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 400:2530; 390:888; 380:704; 385:559; 420:516
Top-5 Supports    (PE OI): 380:750; 350:594; 390:521; 370:434; 360:424
Flow (ΔOI) CE hotspot: 380 | ΔOI: 216
Flow (ΔOI) PE hotspot: 375 | ΔOI: 154
Closest resistance gaps: 5; 5; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.72 (<0.80) → bearish tilt; ΔPutOI 155 > 85 → bullish tilt
========================================================================",ok
NYKAA,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.637,3767.0,2401.0,563.0,470.0,260:800; 250:700; 270:545; 255:225; 280:201,245:350; 240:324; 260:232; 220:188; 250:176,5; 5; 10,5; 5; 10,"(250, 250)","(245, 213)",False,,Bearish,PCR 0.64 (<0.80) → bearish tilt; ΔCallOI 563 > 470 → bearish tilt,"========================================================================
Symbol: NYKAA | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 3,767
Total Put  OI: 2,401
PCR        : 0.64
ΔCall OI   : 563
ΔPut  OI   : 470
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 260:800; 250:700; 270:545; 255:225; 280:201
Top-5 Supports    (PE OI): 245:350; 240:324; 260:232; 220:188; 250:176
Flow (ΔOI) CE hotspot: 250 | ΔOI: 250
Flow (ΔOI) PE hotspot: 245 | ΔOI: 213
Closest resistance gaps: 5; 5; 10
Closest support gaps   : 5; 5; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.64 (<0.80) → bearish tilt; ΔCallOI 563 > 470 → bearish tilt
========================================================================",ok
FORTIS,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.614,4120.0,2529.0,226.0,221.0,1050:517; 1100:499; 1200:408; 1080:275; 1000:267,1000:669; 970:237; 1020:201; 950:192; 980:174,20; 30; 50,10; 20; 20,"(1050, 244)","(970, 55)",False,,Bearish,PCR 0.61 (<0.80) → bearish tilt; ΔCallOI 226 > 221 → bearish tilt,"========================================================================
Symbol: FORTIS | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,120
Total Put  OI: 2,529
PCR        : 0.61
ΔCall OI   : 226
ΔPut  OI   : 221
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1050:517; 1100:499; 1200:408; 1080:275; 1000:267
Top-5 Supports    (PE OI): 1000:669; 970:237; 1020:201; 950:192; 980:174
Flow (ΔOI) CE hotspot: 1050 | ΔOI: 244
Flow (ΔOI) PE hotspot: 970 | ΔOI: 55
Closest resistance gaps: 20; 30; 50
Closest support gaps   : 10; 20; 20
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.61 (<0.80) → bearish tilt; ΔCallOI 226 > 221 → bearish tilt
========================================================================",ok
GAIL,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.605,12690.0,7673.0,-24.0,78.0,190:2467; 185:2279; 200:1739; 180:1313; 195:1046,180:1199; 170:736; 205:664; 185:656; 190:559,5; 5; 5,5; 5; 10,"(200, 96)","(160, 51)",False,,Neutral,PCR 0.60 (<0.80) → bearish tilt; ΔPutOI 78 > -24 → bullish tilt,"========================================================================
Symbol: GAIL | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 12,690
Total Put  OI: 7,673
PCR        : 0.60
ΔCall OI   : -24
ΔPut  OI   : 78
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 190:2467; 185:2279; 200:1739; 180:1313; 195:1046
Top-5 Supports    (PE OI): 180:1199; 170:736; 205:664; 185:656; 190:559
Flow (ΔOI) CE hotspot: 200 | ΔOI: 96
Flow (ΔOI) PE hotspot: 160 | ΔOI: 51
Closest resistance gaps: 5; 5; 5
Closest support gaps   : 5; 5; 10
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.60 (<0.80) → bearish tilt; ΔPutOI 78 > -24 → bullish tilt
========================================================================",ok
GMRAIRPORT,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.375,15071.0,5650.0,-337.0,579.0,95:4280; 100:2794; 97:1263; 96:1252; 94:880,95:1387; 90:1136; 88:727; 93:332; 92:258,1; 1; 1,1; 2; 2,"(101, 73)","(90, 439)",True,95.0,Neutral,PCR 0.37 (<0.80) → bearish tilt; ΔPutOI 579 > -337 → bullish tilt,"========================================================================
Symbol: GMRAIRPORT | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 15,071
Total Put  OI: 5,650
PCR        : 0.37
ΔCall OI   : -337
ΔPut  OI   : 579
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 95:4280; 100:2794; 97:1263; 96:1252; 94:880
Top-5 Supports    (PE OI): 95:1387; 90:1136; 88:727; 93:332; 92:258
Flow (ΔOI) CE hotspot: 101 | ΔOI: 73
Flow (ΔOI) PE hotspot: 90 | ΔOI: 439
Closest resistance gaps: 1; 1; 1
Closest support gaps   : 1; 2; 2
------------------------------------------------------------------------
⚪ Equilibrium Zone: 95
Sentiment: Neutral
Why      : PCR 0.37 (<0.80) → bearish tilt; ΔPutOI 579 > -337 → bullish tilt
========================================================================",ok
GLENMARK,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.677,6024.0,4080.0,292.0,4.0,1900:1163; 2000:679; 1940:453; 1860:452; 1840:437,1800:620; 1780:493; 1840:333; 1740:291; 1860:252,20; 40; 40,20; 20; 40,"(1940, 135)","(1720, 77)",False,,Bearish,PCR 0.68 (<0.80) → bearish tilt; ΔCallOI 292 > 4 → bearish tilt,"========================================================================
Symbol: GLENMARK | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 6,024
Total Put  OI: 4,080
PCR        : 0.68
ΔCall OI   : 292
ΔPut  OI   : 4
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1900:1163; 2000:679; 1940:453; 1860:452; 1840:437
Top-5 Supports    (PE OI): 1800:620; 1780:493; 1840:333; 1740:291; 1860:252
Flow (ΔOI) CE hotspot: 1940 | ΔOI: 135
Flow (ΔOI) PE hotspot: 1720 | ΔOI: 77
Closest resistance gaps: 20; 40; 40
Closest support gaps   : 20; 20; 40
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.68 (<0.80) → bearish tilt; ΔCallOI 292 > 4 → bearish tilt
========================================================================",ok
GODREJCP,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.705,5147.0,3630.0,331.0,51.0,1180:912; 1200:889; 1280:603; 1160:556; 1240:480,1120:555; 1160:551; 1000:409; 1080:382; 1100:365,20; 20; 40,20; 20; 40,"(1180, 108)","(1060, 86)",False,,Bearish,PCR 0.71 (<0.80) → bearish tilt; ΔCallOI 331 > 51 → bearish tilt,"========================================================================
Symbol: GODREJCP | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 5,147
Total Put  OI: 3,630
PCR        : 0.71
ΔCall OI   : 331
ΔPut  OI   : 51
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1180:912; 1200:889; 1280:603; 1160:556; 1240:480
Top-5 Supports    (PE OI): 1120:555; 1160:551; 1000:409; 1080:382; 1100:365
Flow (ΔOI) CE hotspot: 1180 | ΔOI: 108
Flow (ΔOI) PE hotspot: 1060 | ΔOI: 86
Closest resistance gaps: 20; 20; 40
Closest support gaps   : 20; 20; 40
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.71 (<0.80) → bearish tilt; ΔCallOI 331 > 51 → bearish tilt
========================================================================",ok
GODREJPROP,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.62,8736.0,5413.0,794.0,97.0,2300:1226; 2400:1032; 2280:756; 2500:741; 2340:620,2100:666; 2200:453; 2000:410; 2300:388; 2180:322,20; 40; 60,20; 80; 100,"(2280, 535)","(2180, 236)",False,,Bearish,PCR 0.62 (<0.80) → bearish tilt; ΔCallOI 794 > 97 → bearish tilt,"========================================================================
Symbol: GODREJPROP | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 8,736
Total Put  OI: 5,413
PCR        : 0.62
ΔCall OI   : 794
ΔPut  OI   : 97
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2300:1226; 2400:1032; 2280:756; 2500:741; 2340:620
Top-5 Supports    (PE OI): 2100:666; 2200:453; 2000:410; 2300:388; 2180:322
Flow (ΔOI) CE hotspot: 2280 | ΔOI: 535
Flow (ΔOI) PE hotspot: 2180 | ΔOI: 236
Closest resistance gaps: 20; 40; 60
Closest support gaps   : 20; 80; 100
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.62 (<0.80) → bearish tilt; ΔCallOI 794 > 97 → bearish tilt
========================================================================",ok
GRASIM,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.424,17758.0,7528.0,-1583.0,125.0,3000:4167; 2900:1819; 2800:1417; 2880:855; 2940:776,2800:1044; 2600:740; 2700:721; 2740:608; 2900:486,20; 40; 60,40; 60; 100,"(3000, 282)","(2500, 143)",False,,Neutral,"PCR 0.42 (<0.80) → bearish tilt; ΔPutOI 125 > -1,583 → bullish tilt","========================================================================
Symbol: GRASIM | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 17,758
Total Put  OI: 7,528
PCR        : 0.42
ΔCall OI   : -1,583
ΔPut  OI   : 125
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 3000:4167; 2900:1819; 2800:1417; 2880:855; 2940:776
Top-5 Supports    (PE OI): 2800:1044; 2600:740; 2700:721; 2740:608; 2900:486
Flow (ΔOI) CE hotspot: 3000 | ΔOI: 282
Flow (ΔOI) PE hotspot: 2500 | ΔOI: 143
Closest resistance gaps: 20; 40; 60
Closest support gaps   : 40; 60; 100
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.42 (<0.80) → bearish tilt; ΔPutOI 125 > -1,583 → bullish tilt
========================================================================",ok
HCLTECH,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.697,15113.0,10529.0,863.0,315.0,1600:2335; 1720:1828; 1620:1783; 1560:1437; 1540:1360,1400:2932; 1380:992; 1460:992; 1500:980; 1520:601,20; 20; 40,20; 20; 40,"(1600, 281)","(1380, 598)",False,,Bearish,PCR 0.70 (<0.80) → bearish tilt; ΔCallOI 863 > 315 → bearish tilt,"========================================================================
Symbol: HCLTECH | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 15,113
Total Put  OI: 10,529
PCR        : 0.70
ΔCall OI   : 863
ΔPut  OI   : 315
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1600:2335; 1720:1828; 1620:1783; 1560:1437; 1540:1360
Top-5 Supports    (PE OI): 1400:2932; 1380:992; 1460:992; 1500:980; 1520:601
Flow (ΔOI) CE hotspot: 1600 | ΔOI: 281
Flow (ΔOI) PE hotspot: 1380 | ΔOI: 598
Closest resistance gaps: 20; 20; 40
Closest support gaps   : 20; 20; 40
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.70 (<0.80) → bearish tilt; ΔCallOI 863 > 315 → bearish tilt
========================================================================",ok
HDFCAMC,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.589,10776.0,6350.0,-309.0,-385.0,6000:1650; 5800:1274; 5500:1105; 5700:1075; 5600:959,5400:1002; 5500:768; 5200:736; 5300:647; 5000:523,100; 100; 100,100; 100; 100,"(5700, 68)","(4600, 33)",False,,Bearish,PCR 0.59 (<0.80) → bearish tilt; ΔCallOI -309 > -385 → bearish tilt,"========================================================================
Symbol: HDFCAMC | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 10,776
Total Put  OI: 6,350
PCR        : 0.59
ΔCall OI   : -309
ΔPut  OI   : -385
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 6000:1650; 5800:1274; 5500:1105; 5700:1075; 5600:959
Top-5 Supports    (PE OI): 5400:1002; 5500:768; 5200:736; 5300:647; 5000:523
Flow (ΔOI) CE hotspot: 5700 | ΔOI: 68
Flow (ΔOI) PE hotspot: 4600 | ΔOI: 33
Closest resistance gaps: 100; 100; 100
Closest support gaps   : 100; 100; 100
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.59 (<0.80) → bearish tilt; ΔCallOI -309 > -385 → bearish tilt
========================================================================",ok
HDFCBANK,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.683,63556.0,43385.0,4242.0,161.0,1000:14764; 1020:5697; 1010:5005; 990:4405; 1050:3797,1000:5017; 950:4860; 990:3196; 980:3084; 1020:2377,10; 10; 10,10; 10; 20,"(1000, 2610)","(980, 497)",True,1000.0,Bearish,"PCR 0.68 (<0.80) → bearish tilt; ΔCallOI 4,242 > 161 → bearish tilt","========================================================================
Symbol: HDFCBANK | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 63,556
Total Put  OI: 43,385
PCR        : 0.68
ΔCall OI   : 4,242
ΔPut  OI   : 161
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1000:14764; 1020:5697; 1010:5005; 990:4405; 1050:3797
Top-5 Supports    (PE OI): 1000:5017; 950:4860; 990:3196; 980:3084; 1020:2377
Flow (ΔOI) CE hotspot: 1000 | ΔOI: 2,610
Flow (ΔOI) PE hotspot: 980 | ΔOI: 497
Closest resistance gaps: 10; 10; 10
Closest support gaps   : 10; 10; 20
------------------------------------------------------------------------
⚪ Equilibrium Zone: 1000
Sentiment: Bearish
Why      : PCR 0.68 (<0.80) → bearish tilt; ΔCallOI 4,242 > 161 → bearish tilt
========================================================================",ok
HDFCLIFE,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.527,9462.0,4983.0,-309.0,-388.0,750:1734; 800:1437; 760:1236; 780:1001; 810:996,750:883; 740:838; 690:807; 720:444; 700:374,10; 10; 20,10; 10; 20,"(800, 25)","(710, 20)",True,750.0,Bearish,PCR 0.53 (<0.80) → bearish tilt; ΔCallOI -309 > -388 → bearish tilt,"========================================================================
Symbol: HDFCLIFE | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 9,462
Total Put  OI: 4,983
PCR        : 0.53
ΔCall OI   : -309
ΔPut  OI   : -388
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 750:1734; 800:1437; 760:1236; 780:1001; 810:996
Top-5 Supports    (PE OI): 750:883; 740:838; 690:807; 720:444; 700:374
Flow (ΔOI) CE hotspot: 800 | ΔOI: 25
Flow (ΔOI) PE hotspot: 710 | ΔOI: 20
Closest resistance gaps: 10; 10; 20
Closest support gaps   : 10; 10; 20
------------------------------------------------------------------------
⚪ Equilibrium Zone: 750
Sentiment: Bearish
Why      : PCR 0.53 (<0.80) → bearish tilt; ΔCallOI -309 > -388 → bearish tilt
========================================================================",ok
HFCL,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.519,7106.0,3686.0,123.0,-5.0,75:1887; 80:1805; 78:467; 77:452; 81:329,75:935; 80:476; 70:407; 72:193; 77:183,1; 1; 2,2; 2; 3,"(80, 169)","(68, 23)",True,75.0,Bearish,PCR 0.52 (<0.80) → bearish tilt; ΔCallOI 123 > -5 → bearish tilt,"========================================================================
Symbol: HFCL | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 7,106
Total Put  OI: 3,686
PCR        : 0.52
ΔCall OI   : 123
ΔPut  OI   : -5
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 75:1887; 80:1805; 78:467; 77:452; 81:329
Top-5 Supports    (PE OI): 75:935; 80:476; 70:407; 72:193; 77:183
Flow (ΔOI) CE hotspot: 80 | ΔOI: 169
Flow (ΔOI) PE hotspot: 68 | ΔOI: 23
Closest resistance gaps: 1; 1; 2
Closest support gaps   : 2; 2; 3
------------------------------------------------------------------------
⚪ Equilibrium Zone: 75
Sentiment: Bearish
Why      : PCR 0.52 (<0.80) → bearish tilt; ΔCallOI 123 > -5 → bearish tilt
========================================================================",ok
HAVELLS,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.602,5552.0,3341.0,39.0,109.0,1500:1298; 1600:1099; 1560:566; 1520:549; 1540:512,1500:677; 1460:401; 1420:348; 1400:343; 1440:302,20; 20; 20,20; 20; 20,"(1500, 39)","(1340, 95)",True,1500.0,Neutral,PCR 0.60 (<0.80) → bearish tilt; ΔPutOI 109 > 39 → bullish tilt,"========================================================================
Symbol: HAVELLS | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 5,552
Total Put  OI: 3,341
PCR        : 0.60
ΔCall OI   : 39
ΔPut  OI   : 109
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1500:1298; 1600:1099; 1560:566; 1520:549; 1540:512
Top-5 Supports    (PE OI): 1500:677; 1460:401; 1420:348; 1400:343; 1440:302
Flow (ΔOI) CE hotspot: 1500 | ΔOI: 39
Flow (ΔOI) PE hotspot: 1340 | ΔOI: 95
Closest resistance gaps: 20; 20; 20
Closest support gaps   : 20; 20; 20
------------------------------------------------------------------------
⚪ Equilibrium Zone: 1500
Sentiment: Neutral
Why      : PCR 0.60 (<0.80) → bearish tilt; ΔPutOI 109 > 39 → bullish tilt
========================================================================",ok
HEROMOTOCO,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.708,13094.0,9270.0,10.0,-227.0,5600:1657; 6000:1564; 5700:1289; 5800:1197; 5500:933,5000:1298; 4900:1240; 5200:827; 5600:825; 5300:824,100; 100; 100,100; 100; 200,"(5700, 92)","(5050, 47)",False,,Bearish,PCR 0.71 (<0.80) → bearish tilt; ΔCallOI 10 > -227 → bearish tilt,"========================================================================
Symbol: HEROMOTOCO | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 13,094
Total Put  OI: 9,270
PCR        : 0.71
ΔCall OI   : 10
ΔPut  OI   : -227
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 5600:1657; 6000:1564; 5700:1289; 5800:1197; 5500:933
Top-5 Supports    (PE OI): 5000:1298; 4900:1240; 5200:827; 5600:825; 5300:824
Flow (ΔOI) CE hotspot: 5700 | ΔOI: 92
Flow (ΔOI) PE hotspot: 5050 | ΔOI: 47
Closest resistance gaps: 100; 100; 100
Closest support gaps   : 100; 100; 200
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.71 (<0.80) → bearish tilt; ΔCallOI 10 > -227 → bearish tilt
========================================================================",ok
HINDALCO,equities,25-Nov-2025,07-Nov-2025 15:30:00,0.652,34384.0,22406.0,6146.0,1447.0,800:4725; 850:2646; 830:2349; 860:2223; 900:2191,800:3586; 780:2105; 770:1862; 790:1636; 750:1531,10; 20; 30,10; 10; 10,"(800, 1630)","(800, 1381)",True,800.0,Bearish,"PCR 0.65 (<0.80) → bearish tilt; ΔCallOI 6,146 > 1,447 → bearish tilt","========================================================================
Symbol: HINDALCO | Segment: equities | Expiry: 25-Nov-2025
As Of : 07-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 34,384
Total Put  OI: 22,406
PCR        : 0.65
ΔCall OI   : 6,146
ΔPut  OI   : 1,447
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 800:4725; 850:2646; 830:2349; 860:2223; 900:2191
Top-5 Supports    (PE OI): 800:3586; 780:2105; 770:1862; 790:1636; 750:1531
Flow (ΔOI) CE hotspot: 800 | ΔOI: 1,630
Flow (ΔOI) PE hotspot: 800 | ΔOI: 1,381
Closest resistance gaps: 10; 20; 30
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
⚪ Equilibrium Zone: 800
Sentiment: Bearish
Why      : PCR 0.65 (<0.80) → bearish tilt; ΔCallOI 6,146 > 1,447 → bearish tilt
========================================================================",ok
