date,portfolio_value,cash,positions_value
2022-02-11,109885.03600459883,233.41552120039705,109651.62048339844
2022-02-14,105650.17943721602,233.41552120039705,105416.76391601562
2022-02-15,108632.6906623442,108632.6906623442,0.0
2022-02-16,108632.6906623442,108632.6906623442,0.0
2022-02-17,108632.6906623442,108632.6906623442,0.0
2022-02-18,108632.6906623442,108632.6906623442,0.0
2022-02-21,108632.6906623442,108632.6906623442,0.0
2022-02-22,108632.6906623442,108632.6906623442,0.0
2022-02-23,108632.6906623442,108632.6906623442,0.0
2022-02-24,103383.02080443404,47.425162344195996,103335.59564208984
2022-02-25,109017.25755980513,47.425162344195996,108969.83239746094
2022-02-28,96395.47908690474,47.425162344195996,96348.05392456055
2022-03-02,97648.60016234421,97648.60016234421,0.0
2022-03-03,97648.60016234421,97648.60016234421,0.0
2022-03-04,97648.60016234421,97648.60016234421,0.0
2022-03-07,97648.60016234421,97648.60016234421,0.0
2022-03-08,97648.60016234421,97648.60016234421,0.0
2022-03-09,97648.60016234421,97648.60016234421,0.0
2022-03-10,97648.60016234421,97648.60016234421,0.0
2022-03-11,97648.60016234421,97648.60016234421,0.0
2022-03-14,97648.60016234421,97648.60016234421,0.0
2022-03-15,96808.82651000046,415.0076623442146,96393.81884765625
2022-03-16,95703.23678832078,415.0076623442146,95288.22912597656
2022-03-17,95044.38083128953,415.0076623442146,94629.37316894531
2022-03-21,95206.8526940825,415.0076623442146,94791.84503173828
2022-03-22,93609.38583617234,415.0076623442146,93194.37817382812
2022-03-23,91971.31094603562,415.0076623442146,91556.3032836914
2022-03-24,93284.47616820359,415.0076623442146,92869.46850585938
2022-03-25,91885.57089476609,415.0076623442146,91470.56323242188
2022-03-28,92210.46921019578,415.0076623442146,91795.46154785156
2022-03-29,94173.45944457078,415.0076623442146,93758.45178222656
2022-03-30,93279.96353392625,415.0076623442146,92864.95587158203
2022-03-31,92296.21493773484,415.0076623442146,91881.20727539062
2022-04-01,92007.40634398484,415.0076623442146,91592.39868164062
2022-04-04,93176.17862181687,415.0076623442146,92761.17095947266
2022-04-05,92603.07406859421,415.0076623442146,92188.06640625
2022-04-06,93284.47616820359,415.0076623442146,92869.46850585938
2022-04-07,93979.416170645,415.0076623442146,93564.40850830078
2022-04-08,91714.0851159575,415.0076623442146,91299.07745361328
2022-04-11,92968.59744505906,415.0076623442146,92553.58978271484
2022-04-12,93126.53964476609,415.0076623442146,92711.53198242188
2022-04-13,92165.34854369187,415.0076623442146,91750.34088134766
2022-04-18,95957.26036797166,95957.26036797166,0.0
2022-04-19,84484.2179294951,48.329867971668136,84435.88806152344
2022-04-20,84439.01861919237,48.329867971668136,84390.6887512207
2022-04-21,89400.51153911425,48.329867971668136,89352.18167114258
2022-04-22,93333.54956401659,48.329867971668136,93285.21969604492
2022-04-25,94102.0711704619,48.329867971668136,94053.74130249023
2022-04-26,88824.12033428026,48.329867971668136,88775.7904663086
2022-04-27,87705.22760356737,48.329867971668136,87656.8977355957
2022-04-28,88055.59088481737,48.329867971668136,88007.2610168457
2022-04-29,87637.44040263964,48.329867971668136,87589.11053466797
2022-05-02,86405.52194560839,48.329867971668136,86357.19207763672
2022-05-04,84563.33829082323,48.329867971668136,84515.00842285156
2022-05-05,96644.85430733324,96644.85430733324,0.0
2022-05-06,96644.85430733324,96644.85430733324,0.0
2022-05-09,96644.85430733324,96644.85430733324,0.0
2022-05-10,96644.85430733324,96644.85430733324,0.0
2022-05-11,96644.85430733324,96644.85430733324,0.0
2022-05-12,96644.85430733324,96644.85430733324,0.0
2022-05-13,96644.85430733324,96644.85430733324,0.0
2022-05-16,96644.85430733324,96644.85430733324,0.0
2022-05-17,99009.40090596606,62.587307333247736,98946.81359863281
2022-05-18,97031.13576924731,62.587307333247736,96968.54846191406
2022-05-19,96388.63674580981,62.587307333247736,96326.04943847656
2022-05-20,98366.8807643645,62.587307333247736,98304.29345703125
2022-05-23,99110.84200704028,62.587307333247736,99048.25469970703
2022-05-24,94647.08511006762,62.587307333247736,94584.49780273438
2022-05-25,90064.96090352465,62.587307333247736,90002.3735961914
2022-05-26,91349.99062764575,62.587307333247736,91287.4033203125
2022-05-27,90436.93624532153,62.587307333247736,90374.34893798828
2022-05-30,92398.27517354419,62.587307333247736,92335.68786621094
2022-05-31,94697.80038106372,62.587307333247736,94635.21307373047
2022-06-01,95543.21328389575,62.587307333247736,95480.6259765625
2022-06-02,94697.80038106372,62.587307333247736,94635.21307373047
2022-06-03,93700.22054707934,62.587307333247736,93637.6332397461
2022-06-06,96405.53127705981,62.587307333247736,96342.94396972656
2022-06-07,95103.59646260669,62.587307333247736,95041.00915527344
2022-06-08,94359.64577901294,62.587307333247736,94297.05847167969
2022-06-09,98772.66628682544,62.587307333247736,98710.07897949219
2022-06-10,97031.13576924731,62.587307333247736,96968.54846191406
2022-06-13,93632.58962666919,62.587307333247736,93570.00231933594
2022-06-14,92990.08004414965,62.587307333247736,92927.4927368164
2022-06-15,92956.26986348559,62.587307333247736,92893.68255615234
2022-06-16,87643.27505733325,87643.27505733325,0.0
2022-06-17,87643.27505733325,87643.27505733325,0.0
2022-06-20,87643.27505733325,87643.27505733325,0.0
2022-06-21,80429.21734297779,773.8620573332591,79655.35528564453
2022-06-22,77872.14800704029,773.8620573332591,77098.28594970703
2022-06-23,77964.52178633717,773.8620573332591,77190.6597290039
2022-06-24,79326.69472206714,2022.1331986296427,77304.5615234375
2022-06-27,78531.59315956714,2022.1331986296427,76509.4599609375
2022-06-28,78947.94276894214,2022.1331986296427,76925.8095703125
2022-06-29,79560.39491737964,2022.1331986296427,77538.26171875
2022-06-30,77082.42226112964,2022.1331986296427,75060.2890625
2022-07-01,76772.17323769214,2022.1331986296427,74750.0400390625
2022-07-04,77137.47890175464,2022.1331986296427,75115.345703125
2022-07-05,77384.61171425464,2022.1331986296427,75362.478515625
2022-07-06,80133.88222206714,2022.1331986296427,78111.7490234375
2022-07-07,81107.61366737964,2022.1331986296427,79085.48046875
2022-07-08,80769.15272987964,2022.1331986296427,78747.01953125
2022-07-11,83864.93690956714,2022.1331986296427,81842.8037109375
2022-07-12,81372.19179237964,2022.1331986296427,79350.05859375
2022-07-13,81730.79823769214,2022.1331986296427,79708.6650390625
2022-07-14,81400.41054237964,2022.1331986296427,79378.27734375
2022-07-15,83519.76991737964,2022.1331986296427,81497.63671875
2022-07-18,83586.92616737964,2022.1331986296427,81564.79296875
2022-07-19,84693.60976112964,2022.1331986296427,82671.4765625
2022-07-20,83815.25331581714,2022.1331986296427,81793.1201171875
2022-07-21,84787.62440956714,2022.1331986296427,82765.4912109375
2022-07-22,86571.22987831714,2022.1331986296427,84549.0966796875
2022-07-25,88406.51803212574,88406.51803212574,0.0
2022-07-26,88406.51803212574,88406.51803212574,0.0
2022-07-27,88406.51803212574,88406.51803212574,0.0
2022-07-28,88292.76311025074,442.5580321257439,87850.205078125
2022-07-29,88976.69011220387,442.5580321257439,88534.13208007812
2022-08-01,91237.84733876637,442.5580321257439,90795.28930664062
2022-08-02,91771.73405751637,442.5580321257439,91329.17602539062
2022-08-03,91778.70671376637,442.5580321257439,91336.14868164062
2022-08-04,92337.023364157,442.5580321257439,91894.46533203125
2022-08-05,92277.70451650074,442.5580321257439,91835.146484375
2022-08-08,92469.62346181324,442.5580321257439,92027.0654296875
2022-08-10,91953.185473532,442.5580321257439,91510.62744140625
2022-08-11,93970.08610829762,442.5580321257439,93527.52807617188
2022-08-12,96943.09514150074,442.5580321257439,96500.537109375
2022-08-16,98841.34099111012,442.5580321257439,98398.78295898438
2022-08-17,103360.16057118824,442.5580321257439,102917.6025390625
2022-08-18,102020.22282704762,442.5580321257439,101577.66479492188
2022-08-19,98017.84123525074,442.5580321257439,97575.283203125
2022-08-22,92152.0770750945,442.5580321257439,91709.51904296875
2022-08-23,92344.70414427784,143.59446410206147,92201.10968017578
2022-08-24,95170.22590331105,143.59446410206147,95026.63143920898
2022-08-25,95318.934674063,143.59446410206147,95175.34020996094
2022-08-26,95913.78812865284,143.59446410206147,95770.19366455078
2022-08-29,93236.97514037159,143.59446410206147,93093.38067626953
2022-08-30,95497.39622191456,143.59446410206147,95353.8017578125
2022-09-01,95081.00431517628,143.59446410206147,94937.40985107422
2022-09-02,111944.87653807667,143.59446410206147,111801.28207397461
2022-09-05,115872.57761520222,46.18799728229351,115826.38961791992
2022-09-06,112958.71074813679,46.18799728229351,112912.52275085449
2022-09-07,115083.40650314167,46.18799728229351,115037.21850585938
2022-09-08,113019.41048568561,46.18799728229351,112973.22248840332
2022-09-09,116115.4045118697,46.18799728229351,116069.2165145874
2022-09-12,112230.23937362507,46.18799728229351,112184.05137634277
2022-09-13,110894.71473068073,46.18799728229351,110848.52673339844
2022-09-14,111926.71273940876,46.18799728229351,111880.52474212646
2022-09-15,109862.7167219527,46.18799728229351,109816.52872467041
2022-09-16,104642.03625625446,46.18799728229351,104595.84825897217
2022-09-19,105731.91683511571,105731.91683511571,0.0
2022-09-20,106366.17864663915,364.259335115712,106001.91931152344
2022-09-21,106507.54961831884,364.259335115712,106143.29028320312
2022-09-22,104761.07183511571,364.259335115712,104396.8125
2022-09-23,101789.41497476415,364.259335115712,101425.15563964844
2022-09-26,99132.8881192954,364.259335115712,98768.62878417969
2022-09-27,99294.87163980321,364.259335115712,98930.6123046875
2022-09-28,97683.86626870946,364.259335115712,97319.60693359375
2022-09-29,96723.76226480321,364.259335115712,96359.5029296875
2022-09-30,96235.54971011572,96235.54971011572,0.0
2022-10-03,99656.35882208473,6.610958315199241,99649.74786376953
2022-10-04,100909.6445886863,6.610958315199241,100903.0336303711
2022-10-06,99867.50304815895,6.610958315199241,99860.89208984375
2022-10-07,98661.90472052223,6.610958315199241,98655.29376220703
2022-10-10,98260.03582403786,6.610958315199241,98253.42486572266
2022-10-11,97020.37145636207,6.610958315199241,97013.76049804688
2022-10-12,98260.03582403786,6.610958315199241,98253.42486572266
2022-10-13,96448.22253058082,6.610958315199241,96441.61157226562
2022-10-14,98396.25817511207,6.610958315199241,98389.64721679688
2022-10-17,101052.6734583152,6.610958315199241,101046.0625
2022-10-18,100153.58587286598,6.610958315199241,100146.97491455078
2022-10-19,99336.22668097145,6.610958315199241,99329.61572265625
2022-10-20,96434.59276983864,6.610958315199241,96427.98181152344
2022-10-21,99540.56438849098,6.610958315199241,99533.95343017578
2022-10-24,100201.26495001442,6.610958315199241,100194.65399169922
2022-10-25,97694.68505499489,6.610958315199241,97688.07409667969
2022-10-27,99009.27965948707,6.610958315199241,99002.66870117188
2022-10-28,98866.24242804176,6.610958315199241,98859.63146972656
2022-10-31,100616.74688360817,6.610958315199241,100610.13592529297
2022-11-01,99302.1690027488,6.610958315199241,99295.5580444336
2022-11-02,98343.9710263694,98343.9710263694,0.0
2022-11-03,95408.63691919166,692.8734914572851,94715.76342773438
2022-11-04,94018.76118676979,692.8734914572851,93325.8876953125
2022-11-07,95712.65840356666,692.8734914572851,95019.78491210938
2022-11-09,87769.76289575416,692.8734914572851,87076.88940429688
2022-11-10,87980.00464624247,882.0859450705902,87097.91870117188
2022-11-11,87526.51074975809,882.0859450705902,86644.4248046875
2022-11-14,84636.59033960184,882.0859450705902,83754.50439453125
2022-11-15,85876.93042749247,882.0859450705902,84994.84448242188
2022-11-16,86010.63086694559,882.0859450705902,85128.544921875
2022-11-17,83690.74170678934,882.0859450705902,82808.65576171875
2022-11-18,85828.5914450706,85828.5914450706,0.0
2022-11-21,85828.5914450706,85828.5914450706,0.0
2022-11-22,85828.5914450706,85828.5914450706,0.0
2022-11-23,85828.5914450706,85828.5914450706,0.0
2022-11-24,73946.38017761074,37.918648832666804,73908.46152877808
2022-11-25,74735.6610613998,37.918648832666804,74697.74241256714
2022-11-28,73946.38017761074,37.918648832666804,73908.46152877808
2022-11-29,74009.51966964566,37.918648832666804,73971.60102081299
2022-11-30,74356.79928695523,37.918648832666804,74318.88063812256
2022-12-01,75745.94257842861,37.918648832666804,75708.02392959595
2022-12-02,75745.94257842861,37.918648832666804,75708.02392959595
2022-12-05,77545.49670516812,37.918648832666804,77507.57805633545
2022-12-06,76377.36232101284,37.918648832666804,76339.44367218018
2022-12-07,75777.51646148525,37.918648832666804,75739.59781265259
2022-12-08,78555.79477035366,37.918648832666804,78517.876121521
2022-12-09,77166.6432048019,37.918648832666804,77128.72455596924
2022-12-12,78524.21261321865,37.918648832666804,78486.29396438599
2022-12-13,78208.50687896572,37.918648832666804,78170.58823013306
2022-12-14,79124.06674682461,37.918648832666804,79086.14809799194
2022-12-15,78871.50877868496,37.918648832666804,78833.5901298523
2022-12-16,78050.64573776089,37.918648832666804,78012.72708892822
2022-12-19,78303.22025405728,37.918648832666804,78265.30160522461
2022-12-20,76724.64193832241,37.918648832666804,76686.72328948975
2022-12-21,75177.64577972256,37.918648832666804,75139.72713088989
2022-12-22,73851.65852844082,37.918648832666804,73813.73987960815
2022-12-23,70473.53436004483,37.918648832666804,70435.61571121216
2022-12-26,80792.77102383267,80792.77102383267,0.0
2022-12-27,77523.14385522307,14.300105223068385,77508.84375
2022-12-28,76126.32314599455,14.300105223068385,76112.02304077148
2022-12-29,76438.3744155258,14.300105223068385,76424.07431030273
2022-12-30,78385.0201979965,14.300105223068385,78370.72009277344
2023-01-02,80242.49846948088,14.300105223068385,80228.19836425781
2023-01-03,80866.61034692229,14.300105223068385,80852.31024169922
2023-01-04,80079.03948510588,14.300105223068385,80064.73937988281
2023-01-05,82040.53795922697,14.300105223068385,82026.2378540039
2023-01-06,81906.79369653166,14.300105223068385,81892.4935913086
2023-01-09,83065.8639479965,14.300105223068385,83051.56384277344
2023-01-10,84061.46587670744,14.300105223068385,84047.16577148438
2023-01-11,81862.21227563322,14.300105223068385,81847.91217041016
2023-01-12,82709.22191918791,14.300105223068385,82694.92181396484
2023-01-13,80227.63177026213,14.300105223068385,80213.33166503906
2023-01-16,82605.2110549301,14.300105223068385,82590.91094970703
2023-01-17,81877.07897485197,14.300105223068385,81862.7788696289
2023-01-18,81446.14080346526,14.300105223068385,81431.84069824219
2023-01-19,79633.24395287932,14.300105223068385,79618.94384765625
2023-01-20,79202.3151198715,14.300105223068385,79188.01501464844
2023-01-23,81683.89593041838,14.300105223068385,81669.59582519531
2023-01-24,80257.35583032072,14.300105223068385,80243.05572509766
2023-01-25,79276.61126244963,14.300105223068385,79262.31115722656
2023-01-27,81186.09203848112,81186.09203848112,0.0
2023-01-30,81186.09203848112,81186.09203848112,0.0
2023-01-31,81186.09203848112,81186.09203848112,0.0
2023-02-01,81186.09203848112,81186.09203848112,0.0
2023-02-02,81186.09203848112,81186.09203848112,0.0
2023-02-03,81186.09203848112,81186.09203848112,0.0
2023-02-06,81186.09203848112,81186.09203848112,0.0
2023-02-07,81186.09203848112,81186.09203848112,0.0
2023-02-08,81186.09203848112,81186.09203848112,0.0
2023-02-09,81186.09203848112,81186.09203848112,0.0
2023-02-10,81186.09203848112,81186.09203848112,0.0
2023-02-13,81186.09203848112,81186.09203848112,0.0
2023-02-14,81186.09203848112,81186.09203848112,0.0
2023-02-15,81186.09203848112,81186.09203848112,0.0
2023-02-16,81186.09203848112,81186.09203848112,0.0
2023-02-17,81186.09203848112,81186.09203848112,0.0
2023-02-20,81186.09203848112,81186.09203848112,0.0
2023-02-21,81186.09203848112,81186.09203848112,0.0
2023-02-22,81186.09203848112,81186.09203848112,0.0
2023-02-23,81186.09203848112,81186.09203848112,0.0
2023-02-24,81186.09203848112,81186.09203848112,0.0
2023-02-27,81186.09203848112,81186.09203848112,0.0
2023-02-28,81186.09203848112,81186.09203848112,0.0
2023-03-01,81186.09203848112,81186.09203848112,0.0
2023-03-02,80837.44120474088,115.5770384811185,80721.86416625977
2023-03-03,80750.93192739713,115.5770384811185,80635.35488891602
2023-03-06,83465.0936705612,115.5770384811185,83349.51663208008
2023-03-08,84276.09141226042,115.5770384811185,84160.5143737793
2023-03-09,86017.05051870573,115.5770384811185,85901.47348022461
2023-03-10,86503.6451537155,115.5770384811185,86388.06811523438
2023-03-13,85173.605114653,115.5770384811185,85058.02807617188
2023-03-14,81702.51392812956,115.5770384811185,81586.93688964844
2023-03-15,82621.64826650846,115.5770384811185,82506.07122802734
2023-03-16,80750.93192739713,115.5770384811185,80635.35488891602
2023-03-17,81194.28529043424,115.5770384811185,81078.70825195312
2023-03-20,80696.86362905729,115.5770384811185,80581.28659057617
2023-03-21,85097.91618032682,115.5770384811185,84982.3391418457
2023-03-22,86730.73200674284,115.5770384811185,86615.15496826172
2023-03-23,85260.11439199674,115.5770384811185,85144.53735351562
2023-03-24,83043.37431020963,115.5770384811185,82927.79727172852
2023-03-27,83281.26145620573,115.5770384811185,83165.68441772461
2023-03-28,83616.47822256315,115.5770384811185,83500.90118408203
2023-03-29,83043.37431020963,115.5770384811185,82927.79727172852
2023-03-31,88839.33549185026,115.5770384811185,88723.75845336914
2023-04-03,94129.04678848112,94129.04678848112,0.0
2023-04-05,94129.04678848112,94129.04678848112,0.0
2023-04-06,94129.04678848112,94129.04678848112,0.0
2023-04-10,94129.04678848112,94129.04678848112,0.0
2023-04-11,94129.04678848112,94129.04678848112,0.0
2023-04-12,94129.04678848112,94129.04678848112,0.0
2023-04-13,94129.04678848112,94129.04678848112,0.0
2023-04-17,94173.52879531706,557.2842884811253,93616.24450683594
2023-04-18,92598.689317778,557.2842884811253,92041.40502929688
2023-04-19,90575.95524795378,557.2842884811253,90018.67095947266
2023-04-20,92353.0725575241,557.2842884811253,91795.78826904297
2023-04-21,92071.33854873503,557.2842884811253,91514.0542602539
2023-04-24,92425.3070545944,557.2842884811253,91868.02276611328
2023-04-25,91630.66563613738,557.2842884811253,91073.38134765625
2023-04-26,91493.41832168425,557.2842884811253,90936.13403320312
2023-04-27,91558.4222889694,557.2842884811253,91001.13800048828
2023-04-28,95726.69438369597,557.2842884811253,95169.41009521484
2023-05-02,94476.93669326628,557.2842884811253,93919.65240478516
2023-05-03,92114.67747695769,557.2842884811253,91557.39318847656
2023-05-04,91991.8646717819,557.2842884811253,91434.58038330078
2023-05-05,92613.14152725066,557.2842884811253,92055.85723876953
2023-05-08,96564.68358047331,557.2842884811253,96007.39929199219
2023-05-09,97843.33683975066,557.2842884811253,97286.05255126953
2023-05-10,98298.45311172331,557.2842884811253,97741.16882324219
2023-05-11,97482.12895400847,557.2842884811253,96924.84466552734
2023-05-12,97308.76439102019,557.2842884811253,96751.48010253906
2023-05-15,96954.78703506316,557.2842884811253,96397.50274658203
2023-05-16,95791.71605117644,557.2842884811253,95234.43176269531
2023-05-17,96390.59366348114,96390.59366348114,0.0
2023-05-18,96390.59366348114,96390.59366348114,0.0
2023-05-19,96390.59366348114,96390.59366348114,0.0
2023-05-22,96688.47298769989,695.1683001998899,95993.3046875
2023-05-23,95733.84798769989,695.1683001998899,95038.6796875
2023-05-24,96605.13705019989,695.1683001998899,95909.96875
2023-05-25,95336.90267519989,695.1683001998899,94641.734375
2023-05-26,96342.09017519989,695.1683001998899,95646.921875
2023-05-29,96068.38705019989,695.1683001998899,95373.21875
2023-05-30,98715.42611269989,695.1683001998899,98020.2578125
2023-05-31,100042.51986269989,695.1683001998899,99347.3515625
2023-06-01,104534.25423769989,695.1683001998899,103839.0859375
2023-06-02,104389.11361269989,695.1683001998899,103693.9453125
2023-06-05,106562.40267519989,695.1683001998899,105867.234375
2023-06-06,109008.81673769989,695.1683001998899,108313.6484375
2023-06-07,107186.25423769989,695.1683001998899,106491.0859375
2023-06-08,106123.20736269989,695.1683001998899,105428.0390625
2023-06-09,105476.84798769989,695.1683001998899,104781.6796875
2023-06-12,105430.23861269989,695.1683001998899,104735.0703125
2023-06-13,107126.41048769989,695.1683001998899,106431.2421875
2023-06-14,111850.79330019989,695.1683001998899,111155.625
2023-06-15,110298.58236269989,695.1683001998899,109603.4140625
2023-06-16,111011.49642519989,695.1683001998899,110316.328125
2023-06-19,110546.41830019989,695.1683001998899,109851.25
2023-06-20,110019.73080019989,695.1683001998899,109324.5625
2023-06-21,109639.4657767624,109639.4657767624,0.0
2023-06-22,109376.62903262177,536.9417767623963,108839.68725585938
2023-06-23,105654.58850527802,536.9417767623963,105117.64672851562
2023-06-26,108424.67664004365,536.9417767623963,107887.73486328125
2023-06-27,107952.9993939499,536.9417767623963,107416.0576171875
2023-06-28,109591.0306439499,536.9417767623963,109054.0888671875
2023-06-30,114050.62195254365,536.9417767623963,113513.68017578125
2023-07-03,115054.03577090302,536.9417767623963,114517.09399414062
2023-07-04,115474.2620892624,536.9417767623963,114937.3203125
2023-07-05,116752.10535098115,536.9417767623963,116215.16357421875
2023-07-06,116546.27014590302,536.9417767623963,116009.32836914062
2023-07-07,113664.6927533249,536.9417767623963,113127.7509765625
2023-07-10,117481.0687298874,536.9417767623963,116944.126953125
2023-07-11,116057.42859316865,536.9417767623963,115520.48681640625
2023-07-12,116168.92834902802,536.9417767623963,115631.98657226562
2023-07-13,115328.4652142624,536.9417767623963,114791.5234375
2023-07-14,113716.15417910615,536.9417767623963,113179.21240234375
2023-07-17,117223.79309512177,536.9417767623963,116686.85131835938
2023-07-18,114951.11291934052,536.9417767623963,114414.17114257812
2023-07-19,117060.84241152802,536.9417767623963,116523.90063476562
2023-07-20,116897.90222598115,536.9417767623963,116360.96044921875
2023-07-21,116486.24231387177,536.9417767623963,115949.30053710938
2023-07-24,114644.8592767624,114644.8592767624,0.0
2023-07-25,105795.88844180148,107.61927676241612,105688.26916503906
2023-07-26,111845.12806582492,107.61927676241612,111737.5087890625
2023-07-27,112230.43910098117,107.61927676241612,112122.81982421875
2023-07-28,113694.57704043429,107.61927676241612,113586.95776367188
2023-07-31,111652.47254824679,107.61927676241612,111544.85327148438
2023-08-01,111382.76258730929,107.61927676241612,111275.14331054688
2023-08-02,108415.94007754367,107.61927676241612,108308.32080078125
2023-08-03,108916.82630801242,107.61927676241612,108809.20703125
2023-08-04,117123.75208926242,107.61927676241612,117016.1328125
2023-08-07,117509.06312441867,107.61927676241612,117401.44384765625
2023-08-08,116133.43104434054,107.61927676241612,116025.81176757812
2023-08-09,120024.51869082492,107.61927676241612,119916.8994140625
2023-08-10,122186.26136660617,107.61927676241612,122078.64208984375
2023-08-11,119277.74403262179,107.61927676241612,119170.12475585938
2023-08-14,117351.84876894992,107.61927676241612,117244.2294921875
2023-08-16,116251.33534121554,107.61927676241612,116143.71606445312
2023-08-17,113382.12806582492,107.61927676241612,113274.5087890625
2023-08-18,115308.03626894992,107.61927676241612,115200.4169921875
2023-08-21,115347.33338809054,107.61927676241612,115239.71411132812
2023-08-22,114089.60560488742,107.61927676241612,113981.986328125
2023-08-23,113539.35536074679,107.61927676241612,113431.73608398438
2023-08-24,120293.8986633591,120293.8986633591,0.0
2023-08-25,120293.8986633591,120293.8986633591,0.0
2023-08-28,119426.9496116013,404.48391335911583,119022.46569824219
2023-08-29,118727.72707742162,404.48391335911583,118323.2431640625
2023-08-30,119014.07192605443,404.48391335911583,118609.58801269531
2023-08-31,116736.57900613255,404.48391335911583,116332.09509277344
2023-09-01,115850.88186257787,404.48391335911583,115446.39794921875
2023-09-04,117202.72463601537,404.48391335911583,116798.24072265625
2023-09-05,119287.10183328099,404.48391335911583,118882.61791992188
2023-09-06,119933.06460183568,404.48391335911583,119528.58068847656
2023-09-07,119939.73025124974,404.48391335911583,119535.24633789062
2023-09-08,120652.26772683568,404.48391335911583,120247.78381347656
2023-09-11,120232.73257058568,404.48391335911583,119828.24865722656
2023-09-12,119833.17800515599,404.48391335911583,119428.69409179688
2023-09-13,118707.73830789037,404.48391335911583,118303.25439453125
2023-09-14,120459.16018289037,404.48391335911583,120054.67626953125
2023-09-15,124368.18325417943,404.48391335911583,123963.69934082031
2023-09-18,123941.98244851537,404.48391335911583,123537.49853515625
2023-09-20,122037.40603249974,404.48391335911583,121632.92211914062
2023-09-21,120279.34304421849,404.48391335911583,119874.85913085938
2023-09-22,119506.87197488255,404.48391335911583,119102.38806152344
2023-09-25,119233.83388894505,404.48391335911583,118829.34997558594
2023-09-26,120951.94387429662,404.48391335911583,120547.4599609375
2023-09-27,123984.46464828345,123984.46464828345,0.0
2023-09-28,124650.40952694556,619.2107964768074,124031.19873046875
2023-09-29,125461.84214413306,619.2107964768074,124842.63134765625
2023-10-03,123403.99595272681,619.2107964768074,122784.78515625
2023-10-04,123521.10581600806,619.2107964768074,122901.89501953125
2023-10-05,123044.28892147681,619.2107964768074,122425.078125
2023-10-06,123270.15171444556,619.2107964768074,122650.94091796875
2023-10-09,120451.07603085181,619.2107964768074,119831.865234375
2023-10-10,119505.79917538306,619.2107964768074,118886.58837890625
2023-10-11,123270.15171444556,619.2107964768074,122650.94091796875
2023-10-12,124106.67564022681,619.2107964768074,123487.46484375
2023-10-13,121705.85679257056,619.2107964768074,121086.64599609375
2023-10-16,121806.23228085181,619.2107964768074,121187.021484375
2023-10-17,119681.47935116431,619.2107964768074,119062.2685546875
2023-10-18,118911.87241757056,619.2107964768074,118292.66162109375
2023-10-19,119213.00913632056,619.2107964768074,118593.79833984375
2023-10-20,116695.08042538306,619.2107964768074,116075.86962890625
2023-10-23,117488.74679647681,117488.74679647681,0.0
2023-10-25,117488.74679647681,117488.74679647681,0.0
2023-10-26,117488.74679647681,117488.74679647681,0.0
2023-10-27,117488.74679647681,117488.74679647681,0.0
2023-10-30,117488.74679647681,117488.74679647681,0.0
2023-10-31,117488.74679647681,117488.74679647681,0.0
2023-11-01,117488.74679647681,117488.74679647681,0.0
2023-11-02,117488.74679647681,117488.74679647681,0.0
2023-11-03,117488.74679647681,117488.74679647681,0.0
2023-11-06,117488.74679647681,117488.74679647681,0.0
2023-11-07,113577.77567147683,3395.728796476833,110182.046875
2023-11-08,114215.13805282449,114215.13805282449,0.0
2023-11-09,112385.33164755105,751.4345528244885,111633.89709472656
2023-11-10,112456.7360054612,751.4345528244885,111705.30145263672
2023-11-13,112629.28745809793,751.4345528244885,111877.85290527344
2023-11-15,113819.28745809793,751.4345528244885,113067.85290527344
2023-11-16,112772.08164755105,751.4345528244885,112020.64709472656
2023-11-17,112147.33164755105,751.4345528244885,111395.89709472656
2023-11-20,110969.2360054612,751.4345528244885,110217.80145263672
2023-11-21,111016.83164755105,751.4345528244885,110265.39709472656
2023-11-22,109570.9860054612,751.4345528244885,108819.55145263672
2023-11-23,111504.7360054612,751.4345528244885,110753.30145263672
2023-11-24,112361.53745809793,751.4345528244885,111610.10290527344
2023-11-28,126034.64036337136,751.4345528244885,125283.20581054688
2023-11-29,130354.9532816453,130354.9532816453,0.0
2023-11-30,130354.9532816453,130354.9532816453,0.0
2023-12-01,130354.9532816453,130354.9532816453,0.0
2023-12-04,130354.9532816453,130354.9532816453,0.0
2023-12-05,130354.9532816453,130354.9532816453,0.0
2023-12-06,128262.0056878953,1512.5642816453037,126749.44140625
2023-12-07,128587.5388910203,1512.5642816453037,127074.974609375
2023-12-08,126717.9129144578,1512.5642816453037,125205.3486328125
2023-12-11,126767.2976800828,1512.5642816453037,125254.7333984375
2023-12-12,125726.0789300828,1512.5642816453037,124213.5146484375
2023-12-13,126137.7498285203,1512.5642816453037,124625.185546875
2023-12-14,126830.6345941453,1512.5642816453037,125318.0703125
2023-12-15,126000.9451410203,1512.5642816453037,124488.380859375
2023-12-18,125129.4754144578,1512.5642816453037,123616.9111328125
2023-12-19,125933.8123285203,1512.5642816453037,124421.248046875
2023-12-20,127040.9197503953,1512.5642816453037,125528.35546875
2023-12-21,129692.1072503953,1512.5642816453037,128179.54296875
2023-12-22,132263.4920160203,1512.5642816453037,130750.927734375
2023-12-26,134159.7527582078,1512.5642816453037,132647.1884765625
2023-12-27,133674.6013910203,1512.5642816453037,132162.037109375
2023-12-28,135326.3758050828,1512.5642816453037,133813.8115234375
2023-12-29,136756.4773675828,1512.5642816453037,135243.9130859375
