symbol,segment,expiry,as_of,pcr,total_call_oi,total_put_oi,delta_call_oi,delta_put_oi,top5_resistances,top5_supports,res_gaps,sup_gaps,ce_hotspot,pe_hotspot,equilibrium,equilibrium_strike,sentiment,rationale,report_text,status
CDSL,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.627,11948.0,7488.0,1531.0,430.0,1640:1758; 1700:1746; 1600:1608; 1800:1179; 1620:1123,1600:1430; 1500:736; 1560:611; 1620:582; 1540:574,20; 20; 60,20; 20; 40,"(1600, 359)","(1620, 89)",False,,Bearish,"PCR 0.63 (<0.80) → bearish tilt; ΔCallOI 1,531 > 430 → bearish tilt","========================================================================
Symbol: CDSL | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 11,948
Total Put  OI: 7,488
PCR        : 0.63
ΔCall OI   : 1,531
ΔPut  OI   : 430
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1640:1758; 1700:1746; 1600:1608; 1800:1179; 1620:1123
Top-5 Supports    (PE OI): 1600:1430; 1500:736; 1560:611; 1620:582; 1540:574
Flow (ΔOI) CE hotspot: 1600 | ΔOI: 359
Flow (ΔOI) PE hotspot: 1620 | ΔOI: 89
Closest resistance gaps: 20; 20; 60
Closest support gaps   : 20; 20; 40
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.63 (<0.80) → bearish tilt; ΔCallOI 1,531 > 430 → bearish tilt
========================================================================",ok
CHOLAFIN,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.601,4486.0,2695.0,270.0,70.0,1800:740; 1740:683; 1700:461; 1720:413; 1960:334,1600:435; 1700:415; 1500:209; 1540:200; 1680:174,20; 20; 60,20; 40; 60,"(1740, 362)","(1600, 85)",False,,Bearish,PCR 0.60 (<0.80) → bearish tilt; ΔCallOI 270 > 70 → bearish tilt,"========================================================================
Symbol: CHOLAFIN | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,486
Total Put  OI: 2,695
PCR        : 0.60
ΔCall OI   : 270
ΔPut  OI   : 70
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1800:740; 1740:683; 1700:461; 1720:413; 1960:334
Top-5 Supports    (PE OI): 1600:435; 1700:415; 1500:209; 1540:200; 1680:174
Flow (ΔOI) CE hotspot: 1740 | ΔOI: 362
Flow (ΔOI) PE hotspot: 1600 | ΔOI: 85
Closest resistance gaps: 20; 20; 60
Closest support gaps   : 20; 40; 60
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.60 (<0.80) → bearish tilt; ΔCallOI 270 > 70 → bearish tilt
========================================================================",ok
CIPLA,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.451,30880.0,13938.0,-104.0,-169.0,1600:5433; 1700:3369; 1580:2053; 1800:2031; 1620:1786,1500:1721; 1400:1263; 1600:946; 1360:916; 1460:771,20; 20; 80,40; 40; 60,"(1700, 294)","(1510, 80)",False,,Bearish,PCR 0.45 (<0.80) → bearish tilt; ΔCallOI -104 > -169 → bearish tilt,"========================================================================
Symbol: CIPLA | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 30,880
Total Put  OI: 13,938
PCR        : 0.45
ΔCall OI   : -104
ΔPut  OI   : -169
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1600:5433; 1700:3369; 1580:2053; 1800:2031; 1620:1786
Top-5 Supports    (PE OI): 1500:1721; 1400:1263; 1600:946; 1360:916; 1460:771
Flow (ΔOI) CE hotspot: 1700 | ΔOI: 294
Flow (ΔOI) PE hotspot: 1510 | ΔOI: 80
Closest resistance gaps: 20; 20; 80
Closest support gaps   : 40; 40; 60
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.45 (<0.80) → bearish tilt; ΔCallOI -104 > -169 → bearish tilt
========================================================================",ok
COALINDIA,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.802,19861.0,15926.0,616.0,555.0,400:4408; 390:2319; 410:1570; 395:1355; 420:1280,380:1967; 390:1699; 450:1567; 385:1444; 400:1336,5; 5; 10,5; 5; 10,"(410, 472)","(385, 253)",False,,Bearish,PCR 0.80 (~neutral); ΔCallOI 616 > 555 → bearish tilt,"========================================================================
Symbol: COALINDIA | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 19,861
Total Put  OI: 15,926
PCR        : 0.80
ΔCall OI   : 616
ΔPut  OI   : 555
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 400:4408; 390:2319; 410:1570; 395:1355; 420:1280
Top-5 Supports    (PE OI): 380:1967; 390:1699; 450:1567; 385:1444; 400:1336
Flow (ΔOI) CE hotspot: 410 | ΔOI: 472
Flow (ΔOI) PE hotspot: 385 | ΔOI: 253
Closest resistance gaps: 5; 5; 10
Closest support gaps   : 5; 5; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.80 (~neutral); ΔCallOI 616 > 555 → bearish tilt
========================================================================",ok
COFORGE,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.479,12629.0,6047.0,694.0,-126.0,1800:2784; 1900:1618; 1840:1602; 1820:1158; 2000:993,1800:951; 1660:722; 1700:646; 1600:447; 1780:382,20; 20; 60,20; 40; 60,"(1800, 294)","(1660, 134)",True,1800.0,Bearish,PCR 0.48 (<0.80) → bearish tilt; ΔCallOI 694 > -126 → bearish tilt,"========================================================================
Symbol: COFORGE | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 12,629
Total Put  OI: 6,047
PCR        : 0.48
ΔCall OI   : 694
ΔPut  OI   : -126
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1800:2784; 1900:1618; 1840:1602; 1820:1158; 2000:993
Top-5 Supports    (PE OI): 1800:951; 1660:722; 1700:646; 1600:447; 1780:382
Flow (ΔOI) CE hotspot: 1800 | ΔOI: 294
Flow (ΔOI) PE hotspot: 1660 | ΔOI: 134
Closest resistance gaps: 20; 20; 60
Closest support gaps   : 20; 40; 60
------------------------------------------------------------------------
⚪ Equilibrium Zone: 1800
Sentiment: Bearish
Why      : PCR 0.48 (<0.80) → bearish tilt; ΔCallOI 694 > -126 → bearish tilt
========================================================================",ok
COLPAL,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.678,8898.0,6030.0,937.0,389.0,2300:2117; 2400:1185; 2200:1113; 2260:703; 2240:594,2200:1124; 2100:737; 2300:519; 2000:439; 2400:396,20; 40; 40,100; 100; 100,"(2300, 334)","(2160, 92)",False,,Bearish,PCR 0.68 (<0.80) → bearish tilt; ΔCallOI 937 > 389 → bearish tilt,"========================================================================
Symbol: COLPAL | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 8,898
Total Put  OI: 6,030
PCR        : 0.68
ΔCall OI   : 937
ΔPut  OI   : 389
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2300:2117; 2400:1185; 2200:1113; 2260:703; 2240:594
Top-5 Supports    (PE OI): 2200:1124; 2100:737; 2300:519; 2000:439; 2400:396
Flow (ΔOI) CE hotspot: 2300 | ΔOI: 334
Flow (ΔOI) PE hotspot: 2160 | ΔOI: 92
Closest resistance gaps: 20; 40; 40
Closest support gaps   : 100; 100; 100
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.68 (<0.80) → bearish tilt; ΔCallOI 937 > 389 → bearish tilt
========================================================================",ok
CAMS,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.723,8123.0,5875.0,335.0,26.0,4000:2322; 4200:873; 4100:868; 3900:796; 4300:532,3800:819; 3700:793; 3900:658; 4000:608; 3600:425,100; 100; 100,100; 100; 100,"(4000, 198)","(3900, 82)",False,,Bearish,PCR 0.72 (<0.80) → bearish tilt; ΔCallOI 335 > 26 → bearish tilt,"========================================================================
Symbol: CAMS | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 8,123
Total Put  OI: 5,875
PCR        : 0.72
ΔCall OI   : 335
ΔPut  OI   : 26
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 4000:2322; 4200:873; 4100:868; 3900:796; 4300:532
Top-5 Supports    (PE OI): 3800:819; 3700:793; 3900:658; 4000:608; 3600:425
Flow (ΔOI) CE hotspot: 4000 | ΔOI: 198
Flow (ΔOI) PE hotspot: 3900 | ΔOI: 82
Closest resistance gaps: 100; 100; 100
Closest support gaps   : 100; 100; 100
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.72 (<0.80) → bearish tilt; ΔCallOI 335 > 26 → bearish tilt
========================================================================",ok
CONCOR,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.819,6390.0,5233.0,172.0,115.0,550:1178; 600:786; 540:697; 560:683; 580:537,540:654; 520:518; 550:491; 500:471; 530:400,10; 10; 20,10; 10; 10,"(550, 109)","(550, 44)",False,,Bearish,PCR 0.82 (~neutral); ΔCallOI 172 > 115 → bearish tilt,"========================================================================
Symbol: CONCOR | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 6,390
Total Put  OI: 5,233
PCR        : 0.82
ΔCall OI   : 172
ΔPut  OI   : 115
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 550:1178; 600:786; 540:697; 560:683; 580:537
Top-5 Supports    (PE OI): 540:654; 520:518; 550:491; 500:471; 530:400
Flow (ΔOI) CE hotspot: 550 | ΔOI: 109
Flow (ΔOI) PE hotspot: 550 | ΔOI: 44
Closest resistance gaps: 10; 10; 20
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.82 (~neutral); ΔCallOI 172 > 115 → bearish tilt
========================================================================",ok
CROMPTON,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.694,9158.0,6358.0,452.0,175.0,300:3838; 290:1148; 310:985; 295:586; 320:469,300:1021; 290:941; 270:689; 280:581; 260:383,5; 5; 10,10; 10; 10,"(300, 164)","(270, 47)",True,300.0,Bearish,PCR 0.69 (<0.80) → bearish tilt; ΔCallOI 452 > 175 → bearish tilt,"========================================================================
Symbol: CROMPTON | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 9,158
Total Put  OI: 6,358
PCR        : 0.69
ΔCall OI   : 452
ΔPut  OI   : 175
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 300:3838; 290:1148; 310:985; 295:586; 320:469
Top-5 Supports    (PE OI): 300:1021; 290:941; 270:689; 280:581; 260:383
Flow (ΔOI) CE hotspot: 300 | ΔOI: 164
Flow (ΔOI) PE hotspot: 270 | ΔOI: 47
Closest resistance gaps: 5; 5; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
⚪ Equilibrium Zone: 300
Sentiment: Bearish
Why      : PCR 0.69 (<0.80) → bearish tilt; ΔCallOI 452 > 175 → bearish tilt
========================================================================",ok
CUMMINSIND,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.927,3687.0,3418.0,88.0,9.0,4400:560; 4500:436; 4700:344; 4350:336; 4300:266,4200:620; 4400:365; 4100:333; 4000:318; 4350:304,50; 50; 100,50; 100; 100,"(4400, 46)","(3900, 19)",False,,Bearish,PCR 0.93 (~neutral); ΔCallOI 88 > 9 → bearish tilt,"========================================================================
Symbol: CUMMINSIND | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 3,687
Total Put  OI: 3,418
PCR        : 0.93
ΔCall OI   : 88
ΔPut  OI   : 9
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 4400:560; 4500:436; 4700:344; 4350:336; 4300:266
Top-5 Supports    (PE OI): 4200:620; 4400:365; 4100:333; 4000:318; 4350:304
Flow (ΔOI) CE hotspot: 4400 | ΔOI: 46
Flow (ΔOI) PE hotspot: 3900 | ΔOI: 19
Closest resistance gaps: 50; 50; 100
Closest support gaps   : 50; 100; 100
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.93 (~neutral); ΔCallOI 88 > 9 → bearish tilt
========================================================================",ok
CYIENT,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.631,3299.0,2083.0,12.0,101.0,1200:1027; 1300:435; 1220:338; 1240:251; 1280:250,1200:412; 1100:267; 1140:203; 1160:191; 1180:164,20; 20; 20,20; 20; 20,"(1360, 24)","(1100, 40)",True,1200.0,Neutral,PCR 0.63 (<0.80) → bearish tilt; ΔPutOI 101 > 12 → bullish tilt,"========================================================================
Symbol: CYIENT | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 3,299
Total Put  OI: 2,083
PCR        : 0.63
ΔCall OI   : 12
ΔPut  OI   : 101
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1200:1027; 1300:435; 1220:338; 1240:251; 1280:250
Top-5 Supports    (PE OI): 1200:412; 1100:267; 1140:203; 1160:191; 1180:164
Flow (ΔOI) CE hotspot: 1360 | ΔOI: 24
Flow (ΔOI) PE hotspot: 1100 | ΔOI: 40
Closest resistance gaps: 20; 20; 20
Closest support gaps   : 20; 20; 20
------------------------------------------------------------------------
⚪ Equilibrium Zone: 1200
Sentiment: Neutral
Why      : PCR 0.63 (<0.80) → bearish tilt; ΔPutOI 101 > 12 → bullish tilt
========================================================================",ok
DLF,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.746,14324.0,10679.0,-965.0,520.0,800:3450; 780:1954; 840:1512; 820:1276; 790:1193,720:1885; 760:1079; 780:986; 770:933; 800:888,10; 10; 20,10; 10; 20,"(820, 143)","(760, 324)",False,,Neutral,PCR 0.75 (<0.80) → bearish tilt; ΔPutOI 520 > -965 → bullish tilt,"========================================================================
Symbol: DLF | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 14,324
Total Put  OI: 10,679
PCR        : 0.75
ΔCall OI   : -965
ΔPut  OI   : 520
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 800:3450; 780:1954; 840:1512; 820:1276; 790:1193
Top-5 Supports    (PE OI): 720:1885; 760:1079; 780:986; 770:933; 800:888
Flow (ΔOI) CE hotspot: 820 | ΔOI: 143
Flow (ΔOI) PE hotspot: 760 | ΔOI: 324
Closest resistance gaps: 10; 10; 20
Closest support gaps   : 10; 10; 20
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.75 (<0.80) → bearish tilt; ΔPutOI 520 > -965 → bullish tilt
========================================================================",ok
DABUR,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.478,13523.0,6458.0,1987.0,306.0,500:1920; 550:1822; 510:1659; 540:1347; 520:1318,500:907; 460:684; 480:622; 490:605; 450:566,10; 10; 10,10; 10; 10,"(540, 586)","(460, 139)",True,500.0,Bearish,"PCR 0.48 (<0.80) → bearish tilt; ΔCallOI 1,987 > 306 → bearish tilt","========================================================================
Symbol: DABUR | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 13,523
Total Put  OI: 6,458
PCR        : 0.48
ΔCall OI   : 1,987
ΔPut  OI   : 306
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 500:1920; 550:1822; 510:1659; 540:1347; 520:1318
Top-5 Supports    (PE OI): 500:907; 460:684; 480:622; 490:605; 450:566
Flow (ΔOI) CE hotspot: 540 | ΔOI: 586
Flow (ΔOI) PE hotspot: 460 | ΔOI: 139
Closest resistance gaps: 10; 10; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
⚪ Equilibrium Zone: 500
Sentiment: Bearish
Why      : PCR 0.48 (<0.80) → bearish tilt; ΔCallOI 1,987 > 306 → bearish tilt
========================================================================",ok
DALBHARAT,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.51,1823.0,930.0,269.0,73.0,2200:404; 2300:278; 2100:247; 2400:217; 2140:113,2100:299; 2000:112; 2200:73; 1960:56; 2120:56,40; 60; 100,20; 40; 80,"(2080, 74)","(2100, 34)",False,,Bearish,PCR 0.51 (<0.80) → bearish tilt; ΔCallOI 269 > 73 → bearish tilt,"========================================================================
Symbol: DALBHARAT | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 1,823
Total Put  OI: 930
PCR        : 0.51
ΔCall OI   : 269
ΔPut  OI   : 73
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2200:404; 2300:278; 2100:247; 2400:217; 2140:113
Top-5 Supports    (PE OI): 2100:299; 2000:112; 2200:73; 1960:56; 2120:56
Flow (ΔOI) CE hotspot: 2080 | ΔOI: 74
Flow (ΔOI) PE hotspot: 2100 | ΔOI: 34
Closest resistance gaps: 40; 60; 100
Closest support gaps   : 20; 40; 80
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.51 (<0.80) → bearish tilt; ΔCallOI 269 > 73 → bearish tilt
========================================================================",ok
DELHIVERY,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.544,3343.0,1820.0,682.0,82.0,500:883; 480:397; 520:328; 470:210; 490:202,450:326; 460:205; 430:200; 470:156; 440:149,10; 10; 10,10; 10; 10,"(500, 374)","(445, 27)",False,,Bearish,PCR 0.54 (<0.80) → bearish tilt; ΔCallOI 682 > 82 → bearish tilt,"========================================================================
Symbol: DELHIVERY | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 3,343
Total Put  OI: 1,820
PCR        : 0.54
ΔCall OI   : 682
ΔPut  OI   : 82
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 500:883; 480:397; 520:328; 470:210; 490:202
Top-5 Supports    (PE OI): 450:326; 460:205; 430:200; 470:156; 440:149
Flow (ΔOI) CE hotspot: 500 | ΔOI: 374
Flow (ΔOI) PE hotspot: 445 | ΔOI: 27
Closest resistance gaps: 10; 10; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.54 (<0.80) → bearish tilt; ΔCallOI 682 > 82 → bearish tilt
========================================================================",ok
DIVISLAB,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.595,12992.0,7733.0,803.0,484.0,7500:1891; 7000:1799; 6500:1327; 7200:1173; 7600:1122,5800:1548; 6500:833; 6600:594; 6000:494; 6700:466,100; 200; 300,100; 100; 200,"(7600, 541)","(6800, 143)",False,,Bearish,PCR 0.60 (<0.80) → bearish tilt; ΔCallOI 803 > 484 → bearish tilt,"========================================================================
Symbol: DIVISLAB | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 12,992
Total Put  OI: 7,733
PCR        : 0.60
ΔCall OI   : 803
ΔPut  OI   : 484
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 7500:1891; 7000:1799; 6500:1327; 7200:1173; 7600:1122
Top-5 Supports    (PE OI): 5800:1548; 6500:833; 6600:594; 6000:494; 6700:466
Flow (ΔOI) CE hotspot: 7600 | ΔOI: 541
Flow (ΔOI) PE hotspot: 6800 | ΔOI: 143
Closest resistance gaps: 100; 200; 300
Closest support gaps   : 100; 100; 200
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.60 (<0.80) → bearish tilt; ΔCallOI 803 > 484 → bearish tilt
========================================================================",ok
DIXON,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.53,32193.0,17063.0,2165.0,410.0,16000:6280; 17000:5446; 15500:3358; 16500:3320; 18000:3312,15000:3414; 15500:3035; 16000:1664; 14000:1662; 14500:1468,500; 500; 500,500; 500; 500,"(17000, 426)","(15000, 95)",False,,Bearish,"PCR 0.53 (<0.80) → bearish tilt; ΔCallOI 2,165 > 410 → bearish tilt","========================================================================
Symbol: DIXON | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 32,193
Total Put  OI: 17,063
PCR        : 0.53
ΔCall OI   : 2,165
ΔPut  OI   : 410
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 16000:6280; 17000:5446; 15500:3358; 16500:3320; 18000:3312
Top-5 Supports    (PE OI): 15000:3414; 15500:3035; 16000:1664; 14000:1662; 14500:1468
Flow (ΔOI) CE hotspot: 17000 | ΔOI: 426
Flow (ΔOI) PE hotspot: 15000 | ΔOI: 95
Closest resistance gaps: 500; 500; 500
Closest support gaps   : 500; 500; 500
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.53 (<0.80) → bearish tilt; ΔCallOI 2,165 > 410 → bearish tilt
========================================================================",ok
DRREDDY,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.444,24692.0,10971.0,1024.0,-168.0,1300:5187; 1200:3491; 1250:1472; 1280:1433; 1400:1305,1200:1164; 1100:885; 1180:849; 1190:663; 1300:656,20; 30; 50,10; 10; 80,"(1350, 266)","(1160, 42)",False,,Bearish,"PCR 0.44 (<0.80) → bearish tilt; ΔCallOI 1,024 > -168 → bearish tilt","========================================================================
Symbol: DRREDDY | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 24,692
Total Put  OI: 10,971
PCR        : 0.44
ΔCall OI   : 1,024
ΔPut  OI   : -168
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1300:5187; 1200:3491; 1250:1472; 1280:1433; 1400:1305
Top-5 Supports    (PE OI): 1200:1164; 1100:885; 1180:849; 1190:663; 1300:656
Flow (ΔOI) CE hotspot: 1350 | ΔOI: 266
Flow (ΔOI) PE hotspot: 1160 | ΔOI: 42
Closest resistance gaps: 20; 30; 50
Closest support gaps   : 10; 10; 80
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.44 (<0.80) → bearish tilt; ΔCallOI 1,024 > -168 → bearish tilt
========================================================================",ok
ETERNAL,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.516,27989.0,14441.0,844.0,845.0,350:4793; 330:4313; 340:4268; 335:2887; 360:1952,320:2184; 300:2089; 310:1806; 330:1683; 335:976,5; 5; 10,5; 10; 10,"(350, 385)","(300, 253)",False,,Neutral,PCR 0.52 (<0.80) → bearish tilt; ΔPutOI 845 > 844 → bullish tilt,"========================================================================
Symbol: ETERNAL | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 27,989
Total Put  OI: 14,441
PCR        : 0.52
ΔCall OI   : 844
ΔPut  OI   : 845
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 350:4793; 330:4313; 340:4268; 335:2887; 360:1952
Top-5 Supports    (PE OI): 320:2184; 300:2089; 310:1806; 330:1683; 335:976
Flow (ΔOI) CE hotspot: 350 | ΔOI: 385
Flow (ΔOI) PE hotspot: 300 | ΔOI: 253
Closest resistance gaps: 5; 5; 10
Closest support gaps   : 5; 10; 10
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.52 (<0.80) → bearish tilt; ΔPutOI 845 > 844 → bullish tilt
========================================================================",ok
EICHERMOT,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.93,7545.0,7018.0,409.0,342.0,7000:849; 7800:830; 7100:719; 7300:667; 8000:552,6200:1230; 6100:710; 6500:594; 6300:563; 7000:463,100; 200; 200,100; 100; 200,"(7100, 211)","(6700, 84)",False,,Bearish,PCR 0.93 (~neutral); ΔCallOI 409 > 342 → bearish tilt,"========================================================================
Symbol: EICHERMOT | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 7,545
Total Put  OI: 7,018
PCR        : 0.93
ΔCall OI   : 409
ΔPut  OI   : 342
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 7000:849; 7800:830; 7100:719; 7300:667; 8000:552
Top-5 Supports    (PE OI): 6200:1230; 6100:710; 6500:594; 6300:563; 7000:463
Flow (ΔOI) CE hotspot: 7100 | ΔOI: 211
Flow (ΔOI) PE hotspot: 6700 | ΔOI: 84
Closest resistance gaps: 100; 200; 200
Closest support gaps   : 100; 100; 200
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.93 (~neutral); ΔCallOI 409 > 342 → bearish tilt
========================================================================",ok
EXIDEIND,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.816,7186.0,5861.0,-225.0,-345.0,400:2208; 390:821; 385:509; 420:509; 415:439,380:834; 390:563; 385:522; 360:483; 350:472,5; 5; 10,5; 5; 10,"(400, 24)","(355, 28)",False,,Bearish,PCR 0.82 (~neutral); ΔCallOI -225 > -345 → bearish tilt,"========================================================================
Symbol: EXIDEIND | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 7,186
Total Put  OI: 5,861
PCR        : 0.82
ΔCall OI   : -225
ΔPut  OI   : -345
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 400:2208; 390:821; 385:509; 420:509; 415:439
Top-5 Supports    (PE OI): 380:834; 390:563; 385:522; 360:483; 350:472
Flow (ΔOI) CE hotspot: 400 | ΔOI: 24
Flow (ΔOI) PE hotspot: 355 | ΔOI: 28
Closest resistance gaps: 5; 5; 10
Closest support gaps   : 5; 5; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.82 (~neutral); ΔCallOI -225 > -345 → bearish tilt
========================================================================",ok
NYKAA,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.656,2817.0,1848.0,354.0,55.0,260:676; 270:377; 250:373; 275:229; 255:160,220:262; 250:233; 240:209; 260:159; 255:122,5; 5; 5,5; 5; 10,"(250, 115)","(240, 39)",False,,Bearish,PCR 0.66 (<0.80) → bearish tilt; ΔCallOI 354 > 55 → bearish tilt,"========================================================================
Symbol: NYKAA | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 2,817
Total Put  OI: 1,848
PCR        : 0.66
ΔCall OI   : 354
ΔPut  OI   : 55
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 260:676; 270:377; 250:373; 275:229; 255:160
Top-5 Supports    (PE OI): 220:262; 250:233; 240:209; 260:159; 255:122
Flow (ΔOI) CE hotspot: 250 | ΔOI: 115
Flow (ΔOI) PE hotspot: 240 | ΔOI: 39
Closest resistance gaps: 5; 5; 5
Closest support gaps   : 5; 5; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.66 (<0.80) → bearish tilt; ΔCallOI 354 > 55 → bearish tilt
========================================================================",ok
